id,faktura_id,czy_zaplacono,data_zaplaty,typ_platnosci
485,485,1,2021-01-30,przelew
486,486,1,2021-09-19,przelew
487,487,1,2021-06-05,przelew
488,488,1,2021-10-18,przelew
489,489,1,2021-01-18,gotówka
490,490,1,2021-08-30,przelew
491,491,1,2021-03-24,przelew
492,492,1,2021-02-11,przelew
493,493,1,2021-04-09,przelew
494,494,1,2021-02-09,przelew
495,495,1,2021-02-21,przelew
496,496,1,2021-01-10,przelew
497,497,1,2021-06-18,przelew
498,498,1,2021-07-04,przelew
499,499,1,2021-10-24,gotówka
500,500,1,2021-05-23,gotówka
501,501,1,2021-04-01,przelew
502,502,1,2021-08-23,przelew
503,503,1,2021-08-26,gotówka
504,504,1,2021-05-11,przelew
505,505,1,2021-09-08,przelew
506,506,1,2021-01-09,gotówka
507,507,1,2021-02-09,gotówka
508,508,1,2021-05-26,gotówka
509,509,1,2021-10-09,przelew
510,510,1,2021-05-20,przelew
511,511,1,2021-10-17,gotówka
512,512,1,2021-09-05,gotówka
513,513,1,2021-06-16,przelew
514,514,1,2021-10-05,przelew
515,515,1,2021-06-09,przelew
516,516,1,2021-06-01,przelew
517,517,1,2021-10-01,przelew
518,518,1,2021-08-16,gotówka
519,519,1,2021-10-20,przelew
520,520,1,2021-01-18,przelew
521,521,1,2021-03-05,przelew
522,522,1,2021-09-16,przelew
523,523,1,2021-04-06,przelew
524,524,1,2021-04-28,przelew
525,525,1,2021-04-20,przelew
526,526,1,2021-09-06,przelew
527,527,1,2021-09-23,przelew
528,528,1,2021-04-17,gotówka
529,529,1,2021-05-06,przelew
530,530,1,2021-06-06,przelew
531,531,1,2021-09-30,przelew
532,532,1,2021-01-18,przelew
533,533,1,2021-03-28,gotówka
534,534,1,2021-08-11,przelew
535,535,1,2021-06-11,gotówka
536,536,1,2021-08-15,gotówka
537,537,1,2021-03-23,przelew
538,538,1,2021-01-12,przelew
539,539,1,2021-07-26,przelew
540,540,1,2021-05-17,przelew
541,541,1,2021-01-21,przelew
542,542,1,2021-02-14,przelew
543,543,1,2021-08-29,przelew
544,544,1,2021-09-15,przelew
545,545,1,2021-07-12,gotówka
546,546,1,2021-03-15,gotówka
547,547,1,2021-05-01,gotówka
548,548,1,2021-10-25,przelew
549,549,1,2021-09-08,przelew
550,550,1,2021-04-09,gotówka
551,551,1,2021-07-09,przelew
552,552,1,2021-10-18,gotówka
553,553,1,2021-10-16,gotówka
554,554,1,2021-07-08,gotówka
555,555,1,2021-09-16,przelew
556,556,1,2021-01-30,przelew
557,557,1,2021-09-13,gotówka
558,558,1,2021-04-25,przelew
559,559,1,2021-06-22,gotówka
560,560,1,2021-04-12,przelew
561,561,1,2021-05-26,gotówka
562,562,1,2021-05-16,gotówka
563,563,1,2021-01-26,przelew
564,564,1,2021-03-03,gotówka
565,565,1,2021-06-15,przelew
566,566,1,2021-09-15,przelew
567,567,1,2021-04-23,przelew
568,568,1,2021-10-06,przelew
569,569,1,2021-04-07,gotówka
570,570,1,2021-10-08,przelew
571,571,1,2021-08-02,gotówka
572,572,1,2021-02-12,przelew
573,573,1,2021-04-11,przelew
574,574,1,2021-06-17,gotówka
575,575,1,2021-05-03,przelew
576,576,1,2021-06-05,gotówka
577,577,1,2021-05-08,przelew
578,578,1,2021-07-21,gotówka
579,579,1,2021-02-23,przelew
580,580,1,2021-08-12,przelew
581,581,1,2021-01-03,przelew
582,582,0,NULL,gotówka
583,583,1,2021-04-17,gotówka
584,584,1,2021-09-06,przelew
585,585,1,2021-04-02,przelew
586,586,1,2021-10-10,przelew
587,587,1,2021-05-23,przelew
588,588,1,2021-03-05,przelew
589,589,1,2021-06-05,gotówka
590,590,1,2021-03-16,przelew
591,591,1,2021-07-23,przelew
592,592,1,2021-08-24,gotówka
593,593,1,2021-02-05,przelew
594,594,1,2021-09-07,przelew
595,595,1,2021-08-16,przelew
596,596,1,2021-06-14,przelew
597,597,1,2021-04-22,gotówka
598,598,1,2021-04-23,przelew
599,599,1,2021-03-03,gotówka
600,600,1,2021-04-14,gotówka
601,601,1,2021-03-07,przelew
602,602,1,2021-01-20,przelew
603,603,1,2021-08-14,przelew
604,604,1,2021-03-09,gotówka
605,605,1,2021-01-15,gotówka
606,606,1,2021-02-12,przelew
607,607,1,2021-05-30,gotówka
608,608,1,2021-01-18,przelew
609,609,1,2021-07-17,przelew
610,610,1,2021-03-22,przelew
611,611,1,2021-06-27,gotówka
612,612,1,2021-01-22,przelew
613,613,1,2021-10-25,przelew
614,614,1,2021-06-18,gotówka
615,615,1,2021-09-26,przelew
616,616,1,2021-05-08,gotówka
617,617,1,2021-04-10,przelew
618,618,1,2021-01-09,przelew
619,619,1,2021-05-18,gotówka
620,620,1,2021-07-02,przelew
621,621,1,2021-02-04,gotówka
622,622,1,2021-03-15,gotówka
623,623,1,2021-01-19,gotówka
624,624,1,2021-06-20,przelew
625,625,1,2021-04-30,przelew
626,626,1,2021-09-02,przelew
627,627,1,2021-04-16,gotówka
628,628,1,2021-04-10,gotówka
629,629,1,2021-05-09,gotówka
630,630,1,2021-06-25,gotówka
631,631,1,2021-02-20,gotówka
632,632,1,2021-07-01,gotówka
633,633,1,2021-04-20,przelew
634,634,1,2021-10-25,przelew
635,635,1,2021-04-15,przelew
636,636,1,2021-09-09,przelew
637,637,1,2021-02-19,gotówka
638,638,1,2021-03-16,przelew
639,639,1,2021-02-22,przelew
640,640,1,2021-01-14,przelew
641,641,1,2021-05-25,przelew
642,642,1,2021-03-19,gotówka
643,643,1,2021-07-13,przelew
644,644,1,2021-10-16,przelew
645,645,1,2021-07-20,przelew
646,646,1,2021-02-20,gotówka
647,647,1,2021-07-08,przelew
648,648,1,2021-04-30,przelew
649,649,1,2021-04-03,gotówka
650,650,1,2021-01-27,przelew
651,651,1,2021-01-31,przelew
652,652,1,2021-02-25,przelew
653,653,1,2021-01-10,przelew
654,654,1,2021-08-08,gotówka
655,655,1,2021-06-23,przelew
656,656,1,2021-09-20,przelew
657,657,1,2021-03-24,gotówka
658,658,1,2021-08-24,przelew
659,659,1,2021-07-10,przelew
660,660,1,2021-06-28,przelew
661,661,1,2021-07-27,przelew
662,662,1,2021-07-06,gotówka
663,663,1,2021-09-02,przelew
664,664,1,2021-03-02,gotówka
665,665,1,2021-08-23,przelew
666,666,1,2021-06-14,przelew
667,667,1,2021-02-16,przelew
668,668,1,2021-09-05,przelew
669,669,1,2021-05-30,przelew
670,670,1,2021-05-08,przelew
671,671,1,2021-07-30,przelew
672,672,1,2021-01-07,przelew
673,673,1,2021-06-24,gotówka
674,674,1,2021-05-20,przelew
675,675,1,2021-04-29,przelew
676,676,1,2021-02-28,gotówka
677,677,1,2021-09-06,przelew
678,678,1,2021-07-09,przelew
679,679,1,2021-02-03,przelew
680,680,1,2021-03-10,przelew
681,681,1,2021-03-03,gotówka
682,682,1,2021-02-12,przelew
683,683,1,2021-06-09,przelew
684,684,1,2021-06-15,przelew
685,685,1,2021-04-21,przelew
686,686,1,2021-04-20,przelew
687,687,1,2021-04-09,gotówka
688,688,1,2021-05-25,przelew
689,689,1,2021-08-22,przelew
690,690,1,2021-09-12,gotówka
691,691,1,2021-10-10,gotówka
692,692,1,2021-04-01,przelew
693,693,1,2021-10-07,gotówka
694,694,1,2021-02-04,przelew
695,695,0,NULL,przelew
696,696,1,2021-04-01,przelew
697,697,1,2021-02-27,przelew
698,698,1,2021-09-03,gotówka
699,699,1,2021-03-26,przelew
700,700,1,2021-07-07,przelew
701,701,1,2021-09-20,przelew
702,702,1,2021-04-23,gotówka
703,703,1,2021-05-21,przelew
704,704,1,2021-03-28,przelew
705,705,1,2021-04-20,przelew
706,706,1,2021-10-18,gotówka
707,707,1,2021-06-15,przelew
708,708,1,2021-08-01,gotówka
709,709,1,2021-01-12,przelew
710,710,1,2021-03-16,przelew
711,711,1,2021-10-19,przelew
712,712,1,2021-02-23,przelew
713,713,1,2021-03-11,przelew
714,714,1,2021-08-27,gotówka
715,715,1,2021-08-21,przelew
716,716,1,2021-03-30,przelew
717,717,0,NULL,przelew
718,718,1,2021-10-21,przelew
719,719,1,2021-02-28,przelew
720,720,1,2021-06-22,przelew
721,721,1,2021-05-07,przelew
722,722,1,2021-09-24,przelew
723,723,1,2021-09-02,przelew
724,724,1,2021-10-16,przelew
725,725,1,2021-06-07,przelew
726,726,1,2021-10-13,przelew
727,727,1,2021-01-18,przelew
728,728,1,2021-09-20,przelew
729,729,1,2021-01-22,przelew
730,730,1,2021-03-13,przelew
731,731,1,2021-08-15,przelew
732,732,1,2021-09-22,gotówka
733,733,1,2021-10-24,przelew
734,734,1,2021-01-16,gotówka
735,735,1,2021-06-11,gotówka
736,736,1,2021-06-06,gotówka
737,737,1,2021-10-28,gotówka
738,738,1,2021-03-03,przelew
739,739,1,2021-08-20,przelew
740,740,1,2021-03-20,przelew
741,741,1,2021-02-12,przelew
742,742,1,2021-03-05,przelew
743,743,1,2021-05-17,przelew
744,744,1,2021-07-02,przelew
745,745,1,2021-05-09,gotówka
746,746,1,2021-08-16,przelew
747,747,1,2021-06-23,przelew
748,748,1,2021-09-09,przelew
749,749,1,2021-09-02,gotówka
750,750,1,2021-04-22,przelew
751,751,1,2021-07-24,gotówka
752,752,1,2021-08-24,przelew
753,753,1,2021-06-03,przelew
754,754,1,2021-02-28,gotówka
755,755,1,2021-04-15,przelew
756,756,1,2021-07-15,gotówka
757,757,1,2021-08-28,przelew
758,758,1,2021-02-24,przelew
759,759,1,2021-08-04,gotówka
760,760,1,2021-03-12,przelew
761,761,1,2021-07-05,gotówka
762,762,1,2021-05-03,przelew
763,763,1,2021-03-14,gotówka
764,764,1,2021-06-20,przelew
765,765,1,2021-07-10,przelew
766,766,1,2021-05-10,przelew
767,767,1,2021-09-10,przelew
768,768,1,2021-08-30,przelew
769,769,1,2021-08-21,przelew
770,770,1,2021-03-15,przelew
771,771,1,2021-06-23,gotówka
772,772,1,2021-07-12,gotówka
773,773,1,2021-06-22,przelew
774,774,1,2021-03-08,przelew
775,775,1,2021-04-18,przelew
776,776,1,2021-01-16,gotówka
777,777,1,2021-09-01,przelew
778,778,1,2021-01-02,przelew
779,779,1,2021-05-14,gotówka
780,780,1,2021-08-30,przelew
781,781,1,2021-09-11,przelew
782,782,1,2021-06-07,przelew
783,783,1,2021-03-09,przelew
784,784,1,2021-05-05,przelew
785,785,1,2021-08-23,przelew
786,786,1,2021-03-20,gotówka
787,787,1,2021-09-20,przelew
788,788,1,2021-09-08,przelew
789,789,1,2021-10-24,przelew
790,790,1,2021-10-28,gotówka
791,791,1,2021-08-29,gotówka
792,792,1,2021-09-18,przelew
793,793,1,2021-02-18,przelew
794,794,1,2021-07-19,gotówka
795,795,1,2021-05-14,przelew
796,796,1,2021-03-05,przelew
797,797,1,2021-05-14,gotówka
798,798,1,2021-09-06,przelew
799,799,1,2021-04-28,gotówka
800,800,1,2021-03-12,gotówka
801,801,1,2021-08-15,gotówka
802,802,1,2021-09-11,przelew
803,803,1,2021-10-04,gotówka
804,804,1,2021-01-08,przelew
805,805,1,2021-09-20,gotówka
806,806,1,2021-10-10,przelew
807,807,1,2021-04-19,przelew
