ID,PRZESYLKA_ID,DATA_DOSTARCZENIA
113,113,2021-10-14
114,114,2021-06-28
115,115,2021-06-29
116,116,2021-10-06
117,117,2021-10-06
118,118,2021-10-05
119,119,2021-01-13
120,120,2021-01-12
121,121,2021-01-12
122,122,2021-08-29
123,123,2021-08-29
124,124,2021-08-29
125,125,2021-08-29
126,126,2021-05-11
127,127,2021-09-03
128,128,2021-05-01
129,129,2021-10-24
130,130,2021-04-18
131,131,2021-04-17
132,132,2021-10-14
133,133,2021-10-14
134,134,2021-10-14
135,135,2021-10-14
136,136,2021-06-25
137,137,2021-06-26
138,138,2021-06-25
139,139,2021-06-26
140,140,2021-08-11
141,141,2021-10-28
142,142,2021-10-29
143,143,2021-10-28
144,144,2021-05-17
145,145,2021-09-18
146,146,2021-02-20
147,147,2021-05-11
148,148,2021-05-11
149,149,2021-05-11
150,150,2021-01-24
151,151,2021-01-24
152,152,2021-01-24
153,153,2021-01-24
154,154,2021-07-10
155,155,2021-09-30
156,156,2021-07-05
157,157,2021-07-06
158,158,2021-07-06
159,159,2021-07-06
160,160,2021-10-07
161,161,2021-10-06
162,162,2021-02-10
163,163,2021-01-11
164,164,2021-01-11
165,165,2021-01-11
166,166,2021-01-12
167,167,2021-07-24
168,168,2021-07-23
169,169,2021-01-21
170,170,2021-01-21
171,171,2021-01-21
172,172,2021-01-21
173,173,2021-05-04
174,174,2021-07-22
175,175,2021-07-22
176,176,2021-09-07
177,177,2021-07-09
178,178,2021-07-08
179,179,2021-07-09
180,180,2021-09-20
181,181,2021-03-11
182,182,2021-03-10
183,183,2021-03-11
184,184,2021-05-18
185,185,2021-10-30
186,186,2021-02-05
187,187,2021-02-06
188,188,2021-01-12
189,189,2021-10-12
190,190,2021-03-17
191,191,2021-10-11
192,192,2021-10-11
193,193,2021-10-11
194,194,2021-10-22
195,195,2021-10-23
196,196,2021-10-23
197,197,2021-10-23
198,198,2021-03-12
199,199,2021-04-30
200,200,2021-06-08
201,201,2021-06-09
202,202,2021-06-09
203,203,2021-10-17
204,204,2021-01-10
205,205,2021-06-09
206,206,2021-06-09
207,207,2021-06-10
208,208,2021-07-19
209,209,2021-07-18
210,210,2021-07-19
211,211,2021-04-14
212,212,2021-09-08
213,213,2021-02-01
214,214,2021-01-31
215,215,2021-01-31
216,216,2021-07-21
217,217,2021-07-21
218,218,2021-10-15
219,219,2021-06-30
220,220,2021-06-30
221,221,2021-07-01
222,222,2021-06-30
223,223,2021-03-01
224,224,2021-03-01
225,225,2021-02-03
226,226,2021-02-02
227,227,2021-02-02
228,228,2021-04-23
229,229,2021-03-18
230,230,2021-01-18
231,231,2021-10-03
232,232,2021-10-03
233,233,2021-07-25
234,234,2021-07-25
235,235,2021-10-04
236,236,2021-10-04
237,237,2021-10-04
238,238,2021-10-04
239,239,2021-03-05
240,240,2021-03-24
241,241,2021-03-24
242,242,2021-03-23
243,243,2021-09-06
244,244,2021-07-11
245,245,2021-04-13
246,246,2021-09-10
247,247,2021-09-09
248,248,2021-09-09
249,249,2021-09-09
250,250,2021-08-08
251,251,2021-08-13
252,252,2021-09-21
253,253,2021-01-29
254,254,2021-03-09
255,255,2021-04-05
256,256,2021-06-21
257,257,2021-03-10
258,258,2021-03-10
259,259,2021-09-05
260,260,2021-07-16
261,261,2021-03-03
262,262,2021-05-09
263,263,2021-05-10
264,264,2021-05-10
265,265,2021-05-10
266,266,2021-10-20
267,267,2021-03-03
268,268,2021-06-29
269,269,2021-06-28
270,270,2021-06-29
271,271,2021-10-07
272,272,2021-06-11
273,273,2021-01-17
274,274,2021-06-04
275,275,2021-07-16
276,276,2021-01-29
277,277,2021-07-07
278,278,2021-03-06
279,279,2021-03-05
280,280,2021-02-09
281,281,2021-09-10
282,282,2021-03-10
283,283,2021-03-23
284,284,2021-03-22
285,285,2021-03-22
286,286,2021-09-02
287,287,2021-07-25
288,288,2021-06-18
289,289,2021-06-19
290,290,2021-05-08
291,291,2021-05-31
292,292,2021-04-25
293,293,2021-01-27
294,294,2021-01-28
295,295,2021-01-27
296,296,2021-01-27
297,297,2021-08-07
298,298,2021-04-06
299,299,2021-04-06
300,300,2021-10-14
301,301,2021-10-13
302,302,2021-10-14
303,303,2021-03-28
304,304,2021-07-29
305,305,2021-07-28
306,306,2021-07-28
307,307,2021-09-08
308,308,2021-09-08
309,309,2021-09-09
310,310,2021-09-08
311,311,2021-01-29
312,312,2021-07-09
313,313,2021-05-13
314,314,2021-04-03
315,315,2021-10-11
316,316,2021-08-23
317,317,2021-08-23
318,318,2021-08-22
319,319,2021-03-08
320,320,2021-03-08
321,321,2021-03-08
322,322,2021-03-08
323,323,2021-01-28
324,324,2021-02-03
325,325,2021-10-08
326,326,2021-10-08
327,327,2021-10-08
328,328,2021-10-08
329,329,2021-03-10
330,330,2021-07-22
331,331,2021-06-22
332,332,2021-06-21
333,333,2021-08-30
334,334,2021-07-26
335,335,2021-08-04
336,336,2021-06-30
337,337,2021-06-29
338,338,2021-03-21
339,339,2021-03-22
340,340,2021-01-11
341,341,2021-04-13
342,342,2021-04-12
343,343,2021-07-14
344,344,2021-01-26
345,345,2021-01-27
346,346,2021-01-26
347,347,2021-04-19
348,348,2021-09-17
349,349,2021-06-09
350,350,2021-06-09
351,351,2021-06-10
352,352,2021-04-13
353,353,2021-04-13
354,354,2021-02-06
355,355,2021-04-22
356,356,2021-04-22
357,357,2021-04-22
358,358,2021-02-28
359,359,2021-08-19
360,360,2021-10-01
361,361,2021-09-30
362,362,2021-10-01
363,363,2021-05-30
364,364,2021-07-26
365,365,2021-07-07
366,366,2021-05-05
367,367,2021-05-05
368,368,2021-02-05
369,369,2021-02-24
370,370,2021-09-15
371,371,2021-01-15
372,372,2021-05-23
373,373,2021-05-22
374,374,2021-05-24
375,375,2021-01-30
376,376,2021-02-11
377,377,2021-02-11
378,378,2021-02-11
379,379,2021-02-11
380,380,2021-05-30
381,381,2021-02-24
382,382,2021-09-08
383,383,2021-05-05
384,384,2021-05-23
385,385,2021-05-23
386,386,2021-05-22
387,387,2021-06-28
388,388,2021-10-21
389,389,2021-03-12
390,390,2021-05-09
391,391,2021-06-09
392,392,2021-09-23
393,393,2021-01-20
394,394,2021-01-20
395,395,2021-07-10
396,396,2021-08-21
397,397,2021-08-20
398,398,2021-09-13
399,399,2021-05-25
400,400,2021-06-13
401,401,2021-06-12
402,402,2021-06-19
403,403,2021-03-03
404,404,2021-01-21
405,405,2021-01-22
406,406,2021-01-22
407,407,2021-01-21
408,408,2021-10-31
409,409,2021-04-05
410,410,2021-04-05
411,411,2021-04-05
412,412,2021-09-23
413,413,2021-04-07
414,414,2021-04-06
415,415,2021-05-26
416,416,2021-05-26
417,417,2021-05-26
418,418,2021-01-19
419,419,2021-03-24
420,420,2021-03-24
421,421,2021-10-20
422,422,2021-07-26
423,423,2021-05-10
424,424,2021-05-10
425,425,2021-05-11
426,426,2021-05-11
427,427,2021-07-27
428,428,2021-05-13
429,429,2021-05-12
430,430,2021-02-16
431,431,2021-07-18
432,432,2021-07-04
433,433,2021-07-04
434,434,2021-06-11
435,435,2021-07-15
436,436,2021-07-16
437,437,2021-04-25
438,438,2021-02-24
439,439,2021-05-11
440,440,2021-04-08
441,441,2021-03-17
442,442,2021-07-13
443,443,2021-09-01
444,444,2021-05-21
445,445,2021-02-12
446,446,2021-02-20
447,447,2021-04-06
448,448,2021-06-05
449,449,2021-06-05
450,450,2021-06-04
451,451,2021-06-05
452,452,2021-09-21
453,453,2021-09-21
454,454,2021-09-21
455,455,2021-09-21
456,456,2021-09-07
457,457,2021-09-08
458,458,2021-02-16
459,459,2021-05-19
460,460,2021-10-28
461,461,2021-05-02
462,462,2021-05-02
463,463,2021-05-02
464,464,2021-06-07
465,465,2021-03-03
466,466,2021-03-15
467,467,2021-01-31
468,468,2021-06-17
469,469,2021-06-17
470,470,2021-09-20
471,471,2021-09-21
472,472,2021-08-08
473,473,2021-08-09
474,474,2021-08-09
475,475,2021-10-13
476,476,2021-10-12
477,477,2021-08-31
478,478,2021-02-24
479,479,2021-02-23
480,480,2021-02-24
481,481,2021-05-10
482,482,2021-05-11
483,483,2021-05-10
484,484,2021-05-10
485,485,2021-04-02
486,486,2021-04-02
487,487,2021-04-03
488,488,2021-02-02
489,489,2021-02-03
490,490,2021-02-03
491,491,2021-01-31
492,492,2021-03-15
493,493,2021-07-29
494,494,2021-07-28
495,495,2021-07-28
496,496,2021-05-18
497,497,2021-09-15
498,498,2021-01-28
499,499,2021-02-28
500,500,2021-06-09
501,501,2021-04-16
502,502,2021-01-06
503,503,2021-03-03
504,504,2021-03-04
505,505,2021-03-04
506,506,2021-03-03
507,507,2021-01-23
508,508,2021-01-24
509,509,2021-01-03
510,510,2021-06-19
511,511,2021-04-06
512,512,2021-09-27
513,513,2021-10-28
514,514,2021-02-05
515,515,2021-02-02
516,516,2021-02-01
517,517,2021-02-01
518,518,2021-05-23
519,519,2021-05-23
520,520,2021-08-08
521,521,2021-08-07
522,522,2021-08-08
523,523,2021-09-02
524,524,2021-09-03
525,525,2021-10-03
526,526,2021-10-02
527,527,2021-10-02
528,528,2021-09-02
529,529,2021-09-11
530,530,2021-09-11
531,531,2021-06-10
532,532,2021-06-11
533,533,2021-07-30
534,534,2021-06-24
535,535,2021-06-25
536,536,2021-06-25
537,537,2021-01-25
538,538,2021-10-08
539,539,2021-03-17
540,540,2021-03-17
541,541,2021-03-16
542,542,2021-03-17
543,543,2021-07-02
544,544,2021-07-02
545,545,2021-03-20
546,546,2021-03-20
547,547,2021-03-21
548,548,2021-08-28
549,549,2021-05-17
550,550,2021-09-20
551,551,2021-09-20
552,552,2021-03-04
553,553,2021-03-10
554,554,2021-02-28
555,555,2021-03-01
556,556,2021-03-01
557,557,2021-01-22
558,558,2021-08-02
559,559,2021-10-17
560,560,2021-07-23
561,561,2021-04-13
562,562,2021-04-13
563,563,2021-05-19
564,564,2021-05-20
565,565,2021-05-19
566,566,2021-05-20
567,567,2021-01-17
568,568,2021-10-30
569,569,2021-01-22
570,570,2021-01-21
571,571,2021-01-22
572,572,2021-05-26
573,573,2021-05-14
574,574,2021-05-22
575,575,2021-06-30
576,576,2021-07-25
577,577,2021-07-15
578,578,2021-03-13
579,579,2021-08-13
580,580,2021-08-12
581,581,2021-08-13
582,582,2021-09-05
583,583,2021-04-05
584,584,2021-10-11
585,585,2021-10-10
586,586,2021-03-09
587,587,2021-03-10
588,588,2021-03-09
589,589,2021-03-10
590,590,2021-01-24
591,591,2021-01-23
592,592,2021-04-05
593,593,2021-03-20
594,594,2021-03-20
595,595,2021-03-20
596,596,2021-08-12
597,597,2021-05-01
598,598,2021-04-30
599,599,2021-04-30
600,600,2021-04-30
601,601,2021-09-24
602,602,2021-09-23
603,603,2021-09-24
604,604,2021-09-05
605,605,2021-07-18
606,606,2021-04-21
607,607,2021-01-19
608,608,2021-08-26
609,609,2021-02-25
610,610,2021-02-26
611,611,2021-02-26
612,612,2021-02-25
613,613,2021-01-09
614,614,2021-02-12
615,615,2021-07-29
616,616,2021-08-17
617,617,2021-06-27
618,618,2021-06-27
619,619,2021-06-27
620,620,2021-06-25
621,621,2021-09-25
622,622,2021-04-09
623,623,2021-08-15
624,624,2021-06-16
625,625,2021-06-16
626,626,2021-06-15
627,627,2021-06-15
628,628,2021-08-17
629,629,2021-08-17
630,630,2021-08-18
631,631,2021-03-15
632,632,2021-02-02
633,633,2021-10-11
634,634,2021-03-03
635,635,2021-03-04
636,636,2021-10-25
637,637,2021-10-25
638,638,2021-10-26
639,639,2021-10-26
640,640,2021-02-11
641,641,2021-03-25
642,642,2021-07-02
643,643,2021-07-01
644,644,2021-07-01
645,645,2021-07-01
646,646,2021-08-08
647,647,2021-03-09
648,648,2021-08-20
649,649,2021-04-25
650,650,2021-04-24
651,651,2021-03-11
652,652,2021-03-12
653,653,2021-03-11
654,654,2021-03-11
655,655,2021-01-31
656,656,2021-02-01
657,657,2021-02-01
658,658,2021-02-22
659,659,2021-02-22
660,660,2021-02-22
661,661,2021-08-19
662,662,2021-02-19
663,663,2021-02-18
664,664,2021-02-19
665,665,2021-07-23
666,666,2021-05-23
667,667,2021-03-14
668,668,2021-03-13
669,669,2021-03-13
670,670,2021-03-13
671,671,2021-07-13
672,672,2021-07-09
673,673,2021-06-06
674,674,2021-06-07
675,675,2021-06-06
676,676,2021-10-12
677,677,2021-09-06
678,678,2021-09-05
679,679,2021-09-05
680,680,2021-09-06
681,681,2021-03-18
682,682,2021-03-17
683,683,2021-03-17
684,684,2021-10-09
685,685,2021-10-10
686,686,2021-09-28
687,687,2021-01-24
688,688,2021-08-30
689,689,2021-08-29
690,690,2021-09-24
691,691,2021-09-17
692,692,2021-02-02
693,693,2021-06-05
694,694,2021-06-18
695,695,2021-04-08
696,696,2021-06-22
697,697,2021-06-22
698,698,2021-06-23
699,699,2021-07-04
700,700,2021-09-09
701,701,2021-08-28
702,702,2021-01-16
703,703,2021-01-15
704,704,2021-01-15
705,705,2021-02-19
706,706,2021-10-09
707,707,2021-06-11
708,708,2021-06-12
709,709,2021-06-12
710,710,2021-07-30
711,711,2021-07-30
712,712,2021-07-29
713,713,2021-03-17
714,714,2021-03-18
715,715,2021-02-09
716,716,2021-09-20
717,717,2021-09-20
718,718,2021-08-23
719,719,2021-08-23
720,720,2021-03-01
721,721,2021-10-05
722,722,2021-05-14
723,723,2021-02-12
724,724,2021-02-12
725,725,2021-02-12
726,726,2021-08-27
727,727,2021-08-26
728,728,2021-08-27
729,729,2021-08-27
730,730,2021-03-09
731,731,2021-03-08
732,732,2021-03-09
733,733,2021-04-06
734,734,2021-07-28
735,735,2021-10-05
736,736,2021-05-25
737,737,2021-04-06
738,738,2021-02-19
739,739,2021-06-20
740,740,2021-03-22
741,741,2021-05-27
742,742,2021-04-01
743,743,2021-03-31
744,744,2021-04-01
745,745,2021-07-22
746,746,2021-07-02
747,747,2021-01-07
748,748,2021-01-08
749,749,2021-01-08
750,750,2021-01-08
751,751,2021-02-11
752,752,2021-06-10
753,753,2021-02-06
754,754,2021-03-23
755,755,2021-02-05
756,756,2021-05-19
757,757,2021-10-21
758,758,2021-10-21
759,759,2021-10-12
760,760,2021-04-04
761,761,2021-04-04
762,762,2021-02-11
763,763,2021-08-11
764,764,2021-07-06
765,765,2021-04-03
766,766,2021-04-04
767,767,2021-04-03
768,768,2021-08-11
769,769,2021-10-27
770,770,2021-09-30
771,771,2021-09-22
772,772,2021-09-01
773,773,2021-04-27
774,774,2021-04-26
775,775,2021-04-13
776,776,2021-05-18
777,777,2021-03-30
778,778,2021-03-29
779,779,2021-03-29
780,780,2021-03-29
781,781,2021-02-13
782,782,2021-09-11
783,783,2021-09-12
784,784,2021-03-14
785,785,2021-03-14
786,786,2021-01-29
787,787,2021-10-10
788,788,2021-02-12
789,789,2021-08-02
790,790,2021-08-02
791,791,2021-10-13
792,792,2021-08-08
793,793,2021-01-05
794,794,2021-08-09
795,795,2021-09-09
796,796,2021-09-10
797,797,2021-09-09
798,798,2021-09-09
799,799,2021-09-30
800,800,2021-02-20
801,801,2021-10-03
802,802,2021-10-02
803,803,2021-10-02
804,804,2021-10-02
805,805,2021-08-18
806,806,2021-03-11
807,807,2021-04-20
808,808,2021-04-19
809,809,2021-03-23
810,810,2021-08-18
811,811,2021-08-18
812,812,2021-10-24
813,813,2021-10-24
814,814,2021-04-16
815,815,2021-09-23
816,816,2021-05-05
817,817,2021-05-05
818,818,2021-05-06
819,819,2021-05-06
820,820,2021-10-12
821,821,2021-02-11
822,822,2021-05-25
823,823,2021-04-19
824,824,2021-02-10
825,825,2021-06-17
826,826,2021-08-24
827,827,2021-10-07
828,828,2021-02-05
829,829,2021-05-24
830,830,2021-03-30
831,831,2021-06-07
832,832,2021-08-07
833,833,2021-09-27
834,834,2021-05-14
835,835,2021-07-01
836,836,2021-07-01
837,837,2021-04-28
838,838,2021-07-08
839,839,2021-02-15
840,840,2021-06-01
841,841,2021-06-01
842,842,2021-06-01
843,843,2021-06-01
844,844,2021-07-31
845,845,2021-07-30
846,846,2021-04-24
847,847,2021-01-15
848,848,2021-08-27
849,849,2021-07-20
850,850,2021-01-17
851,851,2021-01-18
852,852,2021-05-13
853,853,2021-01-18
854,854,2021-01-17
855,855,2021-04-21
856,856,2021-04-21
857,857,2021-04-20
858,858,2021-04-20
859,859,2021-03-26
860,860,2021-03-27
861,861,2021-08-14
862,862,2021-02-14
863,863,2021-02-14
864,864,2021-04-25
865,865,2021-09-23
866,866,2021-01-03
867,867,2021-01-02
868,868,2021-01-18
869,869,2021-09-27
870,870,2021-09-27
871,871,2021-09-27
872,872,2021-09-28
873,873,2021-10-26
874,874,2021-10-23
875,875,2021-09-12
876,876,2021-01-06
877,877,2021-01-06
878,878,2021-01-06
879,879,2021-07-07
880,880,2021-05-17
881,881,2021-01-16
882,882,2021-01-16
883,883,2021-01-17
884,884,2021-01-16
885,885,2021-05-26
886,886,2021-05-26
887,887,2021-05-27
888,888,2021-05-26
889,889,2021-09-17
890,890,2021-07-26
891,891,2021-03-10
892,892,2021-03-11
893,893,2021-03-11
894,894,2021-04-19
895,895,2021-07-23
896,896,2021-07-23
897,897,2021-07-24
898,898,2021-07-23
899,899,2021-10-09
900,900,2021-07-14
901,901,2021-01-19
902,902,2021-07-06
903,903,2021-07-06
904,904,2021-07-06
905,905,2021-05-20
906,906,2021-03-13
907,907,2021-03-12
908,908,2021-02-04
909,909,2021-02-05
910,910,2021-08-29
911,911,2021-03-19
912,912,2021-03-20
913,913,2021-03-20
914,914,2021-10-25
915,915,2021-08-01
916,916,2021-10-15
917,917,2021-08-04
918,918,2021-08-04
919,919,2021-08-04
920,920,2021-02-22
921,921,2021-02-22
922,922,2021-02-22
923,923,2021-02-21
924,924,2021-09-16
925,925,2021-06-02
926,926,2021-06-02
927,927,2021-06-02
928,928,2021-06-02
929,929,2021-03-10
930,930,2021-03-09
931,931,2021-03-09
932,932,2021-09-13
933,933,2021-09-21
934,934,2021-05-28
935,935,2021-05-28
936,936,2021-05-13
937,937,2021-05-13
938,938,2021-07-28
939,939,2021-02-08
940,940,2021-06-24
941,941,2021-09-29
942,942,2021-04-23
943,943,2021-06-20
944,944,2021-03-09
945,945,2021-03-09
946,946,2021-07-22
947,947,2021-07-23
948,948,2021-07-22
949,949,2021-07-22
950,950,2021-05-25
951,951,2021-01-08
952,952,2021-01-08
953,953,2021-09-05
954,954,2021-01-06
955,955,2021-03-22
956,956,2021-03-22
957,957,2021-08-10
958,958,2021-08-10
959,959,2021-10-04
960,960,2021-10-03
961,961,2021-05-23
962,962,2021-03-24
963,963,2021-02-14
964,964,2021-02-15
965,965,2021-02-15
966,966,2021-04-12
967,967,2021-04-13
968,968,2021-04-13
969,969,2021-04-13
970,970,2021-09-04
971,971,2021-01-25
972,972,2021-09-01
973,973,2021-08-31
974,974,2021-09-01
975,975,2021-10-19
976,976,2021-10-19
977,977,2021-10-19
978,978,2021-03-17
979,979,2021-09-01
980,980,2021-08-25
981,981,2021-03-18
982,982,2021-03-17
983,983,2021-03-18
984,984,2021-03-17
985,985,2021-03-02
986,986,2021-03-03
987,987,2021-03-03
988,988,2021-06-17
989,989,2021-07-20
990,990,2021-08-01
991,991,2021-10-14
992,992,2021-07-10
993,993,2021-06-17
994,994,2021-06-17
995,995,2021-06-17
996,996,2021-06-18
997,997,2021-07-28
998,998,2021-07-29
999,999,2021-07-29
1000,1000,2021-02-19
1001,1001,2021-02-19
1002,1002,2021-02-19
1003,1003,2021-03-19
1004,1004,2021-08-22
1005,1005,2021-08-22
1006,1006,2021-08-22
1007,1007,2021-08-21
1008,1008,2021-04-12
1009,1009,2021-04-12
1010,1010,2021-04-12
1011,1011,2021-08-14
1012,1012,2021-10-05
1013,1013,2021-04-03
1014,1014,2021-03-02
1015,1015,2021-03-02
1016,1016,2021-03-02
1017,1017,2021-03-02
1018,1018,2021-09-28
1019,1019,2021-02-05
1020,1020,2021-05-13
1021,1021,2021-05-13
1022,1022,2021-05-13
1023,1023,2021-10-02
1024,1024,2021-04-11
1025,1025,2021-04-11
1026,1026,2021-04-11
1027,1027,2021-08-29
1028,1028,2021-08-29
1029,1029,2021-08-29
1030,1030,2021-06-10
1031,1031,2021-03-18
1032,1032,2021-02-12
1033,1033,2021-07-14
1034,1034,2021-05-03
1035,1035,2021-09-17
1036,1036,2021-09-18
1037,1037,2021-09-18
1038,1038,2021-09-18
1039,1039,2021-01-10
1040,1040,2021-07-11
1041,1041,2021-09-20
1042,1042,2021-10-05
1043,1043,2021-10-04
1044,1044,2021-10-05
1045,1045,2021-02-16
1046,1046,2021-05-30
1047,1047,2021-01-17
1048,1048,2021-01-18
1049,1049,2021-01-18
1050,1050,2021-06-05
1051,1051,2021-06-05
1052,1052,2021-02-14
1053,1053,2021-02-15
1054,1054,2021-02-14
1055,1055,2021-08-23
1056,1056,2021-08-24
1057,1057,2021-08-23
1058,1058,2021-07-06
1059,1059,2021-07-06
1060,1060,2021-03-09
1061,1061,2021-09-27
1062,1062,2021-04-27
1063,1063,2021-01-26
1064,1064,2021-04-04
1065,1065,2021-10-10
1066,1066,2021-10-10
1067,1067,2021-10-10
1068,1068,2021-08-10
1069,1069,2021-07-23
1070,1070,2021-10-24
1071,1071,2021-06-16
1072,1072,2021-07-17
1073,1073,2021-07-17
1074,1074,2021-07-18
1075,1075,2021-02-14
1076,1076,2021-08-07
1077,1077,2021-08-06
1078,1078,2021-10-15
1079,1079,2021-02-01
1080,1080,2021-04-29
1081,1081,2021-03-12
1082,1082,2021-06-10
1083,1083,2021-05-30
1084,1084,2021-08-15
1085,1085,2021-08-15
1086,1086,2021-08-16
1087,1087,2021-02-01
1088,1088,2021-04-23
1089,1089,2021-01-07
1090,1090,2021-01-06
1091,1091,2021-01-06
1092,1092,2021-01-07
1093,1093,2021-03-26
1094,1094,2021-09-02
1095,1095,2021-10-06
1096,1096,2021-10-24
1097,1097,2021-07-13
1098,1098,2021-07-14
1099,1099,2021-07-13
1100,1100,2021-03-17
1101,1101,2021-03-16
1102,1102,2021-03-16
1103,1103,2021-01-29
1104,1104,2021-10-04
1105,1105,2021-01-25
1106,1106,2021-04-20
1107,1107,2021-07-12
1108,1108,2021-01-30
1109,1109,2021-01-29
1110,1110,2021-01-29
1111,1111,2021-04-30
1112,1112,2021-03-09
1113,1113,2021-03-09
1114,1114,2021-03-10
1115,1115,2021-04-07
1116,1116,2021-07-10
1117,1117,2021-07-10
1118,1118,2021-07-09
1119,1119,2021-02-24
1120,1120,2021-02-25
1121,1121,2021-02-25
1122,1122,2021-09-14
1123,1123,2021-07-07
1124,1124,2021-05-03
1125,1125,2021-01-28
1126,1126,2021-01-29
1127,1127,2021-01-29
1128,1128,2021-08-26
1129,1129,2021-02-25
1130,1130,2021-07-19
1131,1131,2021-07-19
1132,1132,2021-07-19
1133,1133,2021-09-06
1134,1134,2021-09-05
1135,1135,2021-10-24
1136,1136,2021-03-11
1137,1137,2021-06-01
1138,1138,2021-06-01
1139,1139,2021-06-01
1140,1140,2021-05-23
1141,1141,2021-05-23
1142,1142,2021-07-14
1143,1143,2021-06-25
1144,1144,2021-07-05
1145,1145,2021-07-24
1146,1146,2021-05-17
1147,1147,2021-09-25
1148,1148,2021-07-20
1149,1149,2021-07-27
1150,1150,2021-04-19
1151,1151,2021-08-09
1152,1152,2021-04-28
1153,1153,2021-05-11
1154,1154,2021-08-08
1155,1155,2021-10-15
1156,1156,2021-04-15
1157,1157,2021-05-20
1158,1158,2021-07-04
1159,1159,2021-02-01
1160,1160,2021-01-31
1161,1161,2021-10-28
1162,1162,2021-10-28
1163,1163,2021-09-27
1164,1164,2021-09-28
1165,1165,2021-09-28
1166,1166,2021-09-27
1167,1167,2021-05-08
1168,1168,2021-07-30
1169,1169,2021-07-30
1170,1170,2021-07-30
1171,1171,2021-01-18
1172,1172,2021-05-28
1173,1173,2021-04-08
1174,1174,2021-04-06
1175,1175,2021-04-06
1176,1176,2021-08-30
1177,1177,2021-08-30
1178,1178,2021-05-03
1179,1179,2021-05-11
1180,1180,2021-05-10
1181,1181,2021-05-10
1182,1182,2021-05-11
1183,1183,2021-09-11
1184,1184,2021-01-16
1185,1185,2021-04-19
1186,1186,2021-05-31
1187,1187,2021-06-11
1188,1188,2021-06-11
1189,1189,2021-06-11
1190,1190,2021-06-11
1191,1191,2021-03-10
1192,1192,2021-05-10
1193,1193,2021-05-11
1194,1194,2021-05-10
1195,1195,2021-09-12
1196,1196,2021-09-13
1197,1197,2021-09-12
1198,1198,2021-09-12
1199,1199,2021-04-22
1200,1200,2021-03-31
1201,1201,2021-06-06
1202,1202,2021-07-26
1203,1203,2021-07-27
1204,1204,2021-07-26
1205,1205,2021-01-23
1206,1206,2021-09-23
1207,1207,2021-07-02
1208,1208,2021-09-23
1209,1209,2021-09-23
1210,1210,2021-09-24
1211,1211,2021-02-11
1212,1212,2021-08-09
1213,1213,2021-02-12
1214,1214,2021-03-12
1215,1215,2021-03-04
1216,1216,2021-09-17
1217,1217,2021-09-17
1218,1218,2021-04-15
1219,1219,2021-04-16
1220,1220,2021-04-15
1221,1221,2021-10-10
1222,1222,2021-01-29
1223,1223,2021-06-29
1224,1224,2021-06-30
1225,1225,2021-06-30
1226,1226,2021-06-29
