id,zlecenie_id,data_wystawienia,kwota
137,137,2021-07-16,59.96
138,138,2021-06-26,59.96
139,139,2021-05-10,14.99
140,140,2021-01-06,14.99
141,141,2021-08-02,14.99
142,142,2021-01-08,14.99
143,143,2021-07-19,14.99
144,144,2021-10-02,14.99
145,145,2021-08-30,59.96
146,146,2021-09-10,14.99
147,147,2021-05-27,14.99
148,148,2021-08-13,59.96
149,149,2021-02-10,14.99
150,150,2021-03-01,14.99
151,151,2021-07-18,29.98
152,152,2021-05-02,29.98
153,153,2021-03-28,14.99
154,154,2021-04-30,44.97
155,155,2021-01-06,14.99
156,156,2021-09-22,14.99
157,157,2021-04-20,29.98
158,158,2021-01-13,14.99
159,159,2021-02-13,44.97
160,160,2021-07-12,44.97
161,161,2021-09-14,14.99
162,162,2021-10-27,14.99
163,163,2021-09-10,44.97
164,164,2021-10-17,14.99
165,165,2021-08-18,14.99
166,166,2021-01-09,14.99
167,167,2021-07-07,14.99
168,168,2021-06-19,14.99
169,169,2021-09-16,14.99
170,170,2021-04-14,44.97
171,171,2021-09-25,59.96
172,172,2021-08-01,14.99
173,173,2021-01-13,14.99
174,174,2021-01-04,14.99
175,175,2021-09-04,14.99
176,176,2021-04-10,59.96
177,177,2021-01-18,14.99
178,178,2021-07-04,14.99
179,179,2021-04-07,14.99
180,180,2021-08-12,14.99
181,181,2021-04-07,14.99
182,182,2021-01-02,14.99
183,183,2021-08-09,59.96
184,184,2021-10-14,14.99
185,185,2021-10-23,14.99
186,186,2021-03-15,59.96
187,187,2021-04-17,14.99
188,188,2021-05-14,14.99
189,189,2021-01-09,14.99
190,190,2021-08-24,14.99
191,191,2021-10-20,14.99
192,192,2021-10-03,44.97
193,193,2021-04-10,14.99
194,194,2021-05-28,14.99
195,195,2021-02-18,14.99
196,196,2021-04-02,14.99
197,197,2021-07-25,14.99
198,198,2021-07-20,14.99
199,199,2021-10-01,59.96
200,200,2021-01-22,29.98
201,201,2021-03-18,29.98
202,202,2021-02-12,44.97
203,203,2021-02-12,14.99
204,204,2021-04-29,14.99
205,205,2021-06-02,29.98
206,206,2021-02-22,14.99
207,207,2021-03-28,14.99
208,208,2021-09-06,14.99
209,209,2021-08-16,14.99
210,210,2021-05-08,14.99
211,211,2021-05-15,14.99
212,212,2021-07-14,14.99
213,213,2021-01-09,59.96
214,214,2021-07-03,14.99
215,215,2021-10-17,14.99
216,216,2021-03-29,29.98
217,217,2021-08-07,29.98
218,218,2021-09-10,29.98
219,219,2021-08-06,14.99
220,220,2021-08-16,14.99
221,221,2021-06-12,14.99
222,222,2021-03-22,14.99
223,223,2021-04-13,14.99
224,224,2021-08-16,29.98
225,225,2021-04-06,59.96
226,226,2021-03-29,14.99
227,227,2021-01-03,59.96
228,228,2021-08-17,59.96
229,229,2021-09-08,14.99
230,230,2021-07-15,44.97
231,231,2021-10-16,14.99
232,232,2021-01-30,44.97
233,233,2021-06-28,44.97
234,234,2021-05-02,14.99
235,235,2021-09-16,14.99
236,236,2021-10-24,14.99
237,237,2021-03-01,14.99
238,238,2021-08-02,14.99
239,239,2021-01-17,29.98
240,240,2021-07-25,44.97
241,241,2021-04-23,14.99
242,242,2021-05-30,14.99
243,243,2021-02-02,59.96
244,244,2021-06-11,29.98
245,245,2021-10-18,29.98
246,246,2021-04-04,59.96
247,247,2021-05-30,59.96
248,248,2021-01-03,59.96
249,249,2021-07-10,14.99
250,250,2021-08-18,59.96
251,251,2021-09-22,44.97
252,252,2021-10-05,14.99
253,253,2021-10-21,29.98
254,254,2021-05-26,59.96
255,255,2021-09-08,14.99
256,256,2021-10-18,14.99
257,257,2021-07-05,14.99
258,258,2021-08-11,14.99
259,259,2021-08-29,14.99
260,260,2021-07-30,14.99
261,261,2021-10-03,29.98
262,262,2021-01-13,44.97
263,263,2021-01-17,14.99
264,264,2021-05-22,59.96
265,265,2021-09-28,14.99
266,266,2021-03-21,14.99
267,267,2021-02-27,14.99
268,268,2021-04-13,14.99
269,269,2021-06-26,44.97
270,270,2021-02-11,44.97
271,271,2021-08-20,29.98
272,272,2021-07-15,14.99
273,273,2021-03-10,44.97
274,274,2021-06-01,14.99
275,275,2021-09-29,29.98
276,276,2021-08-14,14.99
277,277,2021-04-23,59.96
278,278,2021-05-06,44.97
279,279,2021-04-11,14.99
280,280,2021-07-25,59.96
281,281,2021-04-06,14.99
282,282,2021-08-20,14.99
283,283,2021-01-26,14.99
284,284,2021-05-16,59.96
285,285,2021-01-08,44.97
286,286,2021-05-21,59.96
287,287,2021-01-13,14.99
288,288,2021-05-09,59.96
289,289,2021-01-05,14.99
290,290,2021-08-16,14.99
291,291,2021-01-30,44.97
292,292,2021-08-26,44.97
293,293,2021-05-10,14.99
294,294,2021-04-22,14.99
295,295,2021-08-17,14.99
296,296,2021-06-16,59.96
297,297,2021-04-18,44.97
298,298,2021-01-10,59.96
299,299,2021-04-14,29.98
300,300,2021-02-20,14.99
301,301,2021-06-18,29.98
302,302,2021-03-09,14.99
303,303,2021-10-23,14.99
304,304,2021-05-18,44.97
305,305,2021-10-30,14.99
306,306,2021-02-01,14.99
307,307,2021-07-18,14.99
308,308,2021-04-07,14.99
309,309,2021-08-04,14.99
310,310,2021-10-09,59.96
311,311,2021-07-30,44.97
312,312,2021-07-28,14.99
313,313,2021-02-01,44.97
314,314,2021-04-15,44.97
315,315,2021-07-03,59.96
316,316,2021-02-20,14.99
317,317,2021-06-17,59.96
318,318,2021-03-07,59.96
319,319,2021-10-22,59.96
320,320,2021-06-23,14.99
321,321,2021-02-18,14.99
322,322,2021-08-02,14.99
323,323,2021-09-24,14.99
324,324,2021-05-04,14.99
325,325,2021-09-15,29.98
326,326,2021-05-22,14.99
327,327,2021-03-09,29.98
328,328,2021-07-06,14.99
329,329,2021-08-23,44.97
330,330,2021-01-10,59.96
331,331,2021-10-03,14.99
332,332,2021-10-11,14.99
333,333,2021-09-16,14.99
334,334,2021-03-10,14.99
335,335,2021-04-22,59.96
336,336,2021-09-26,14.99
337,337,2021-06-08,29.98
338,338,2021-01-30,44.97
339,339,2021-03-04,14.99
340,340,2021-10-30,14.99
341,341,2021-05-05,14.99
342,342,2021-06-14,29.98
343,343,2021-05-22,14.99
344,344,2021-10-08,59.96
345,345,2021-06-19,14.99
346,346,2021-02-10,29.98
347,347,2021-06-21,14.99
348,348,2021-06-08,14.99
349,349,2021-02-23,44.97
350,350,2021-07-25,14.99
351,351,2021-06-15,14.99
352,352,2021-04-12,14.99
353,353,2021-10-28,59.96
354,354,2021-06-04,44.97
355,355,2021-06-11,29.98
356,356,2021-09-15,29.98
357,357,2021-02-09,14.99
358,358,2021-08-02,29.98
359,359,2021-10-24,59.96
360,360,2021-08-12,14.99
361,361,2021-09-20,59.96
362,362,2021-09-20,14.99
363,363,2021-05-23,29.98
364,364,2021-02-12,14.99
365,365,2021-03-22,59.96
366,366,2021-08-04,29.98
367,367,2021-09-06,14.99
368,368,2021-02-19,29.98
369,369,2021-02-28,44.97
370,370,2021-10-07,14.99
371,371,2021-08-23,44.97
372,372,2021-09-19,14.99
373,373,2021-10-22,14.99
374,374,2021-03-04,44.97
375,375,2021-05-24,14.99
376,376,2021-03-28,29.98
377,377,2021-06-18,14.99
378,378,2021-07-22,29.98
379,379,2021-04-15,14.99
380,380,2021-09-19,14.99
381,381,2021-04-11,29.98
382,382,2021-03-02,14.99
383,383,2021-01-20,14.99
384,384,2021-08-22,14.99
385,385,2021-09-29,29.98
386,386,2021-06-24,14.99
387,387,2021-09-07,44.97
388,388,2021-08-24,59.96
389,389,2021-10-10,44.97
390,390,2021-07-24,14.99
391,391,2021-09-01,14.99
392,392,2021-03-29,44.97
393,393,2021-06-11,14.99
394,394,2021-03-03,14.99
395,395,2021-10-01,14.99
396,396,2021-01-06,29.98
397,397,2021-01-28,14.99
398,398,2021-03-18,14.99
399,399,2021-10-08,59.96
400,400,2021-04-29,59.96
401,401,2021-05-30,59.96
402,402,2021-04-17,14.99
403,403,2021-07-18,14.99
404,404,2021-01-26,59.96
405,405,2021-10-08,14.99
406,406,2021-05-17,14.99
407,407,2021-10-25,29.98
408,408,2021-08-14,14.99
409,409,2021-06-01,44.97
410,410,2021-10-26,29.98
411,411,2021-08-27,14.99
412,412,2021-07-06,29.98
413,413,2021-10-05,14.99
414,414,2021-06-28,44.97
415,415,2021-10-16,14.99
416,416,2021-05-27,14.99
417,417,2021-07-22,29.98
418,418,2021-05-26,14.99
419,419,2021-01-04,14.99
420,420,2021-06-23,14.99
421,421,2021-10-17,29.98
422,422,2021-10-06,14.99
423,423,2021-10-18,14.99
424,424,2021-02-26,14.99
425,425,2021-08-07,14.99
426,426,2021-01-03,44.97
427,427,2021-09-17,44.97
428,428,2021-08-01,29.98
429,429,2021-04-04,14.99
430,430,2021-08-27,44.97
431,431,2021-08-19,14.99
432,432,2021-06-15,59.96
433,433,2021-03-31,59.96
434,434,2021-06-01,14.99
435,435,2021-04-18,44.97
436,436,2021-10-10,59.96
437,437,2021-02-18,29.98
438,438,2021-03-12,59.96
439,439,2021-03-04,29.98
440,440,2021-07-02,14.99
441,441,2021-03-09,29.98
442,442,2021-08-08,44.97
443,443,2021-06-24,14.99
444,444,2021-07-21,59.96
445,445,2021-05-06,14.99
446,446,2021-09-30,59.96
447,447,2021-06-09,29.98
448,448,2021-08-02,14.99
449,449,2021-05-24,14.99
450,450,2021-10-11,14.99
451,451,2021-09-14,44.97
452,452,2021-10-13,14.99
453,453,2021-02-28,29.98
454,454,2021-03-25,59.96
455,455,2021-09-18,14.99
456,456,2021-07-01,14.99
457,457,2021-06-08,44.97
458,458,2021-07-13,44.97
459,459,2021-10-19,14.99
460,460,2021-09-25,14.99
461,461,2021-09-10,44.97
462,462,2021-06-10,14.99
463,463,2021-09-11,59.96
464,464,2021-09-27,29.98
465,465,2021-10-05,14.99
466,466,2021-09-22,14.99
467,467,2021-09-26,14.99
468,468,2021-03-12,14.99
469,469,2021-08-10,14.99
470,470,2021-09-21,14.99
471,471,2021-04-28,59.96
472,472,2021-08-03,14.99
473,473,2021-04-01,14.99
474,474,2021-08-31,14.99
475,475,2021-03-07,14.99
476,476,2021-10-28,14.99
477,477,2021-10-16,44.97
478,478,2021-10-20,59.96
479,479,2021-06-03,14.99
480,480,2021-05-10,14.99
481,481,2021-03-20,14.99
482,482,2021-10-11,14.99
483,483,2021-08-21,14.99
484,484,2021-07-13,14.99
485,485,2021-01-30,29.98
486,486,2021-09-19,14.99
487,487,2021-06-05,14.99
488,488,2021-10-18,14.99
489,489,2021-01-18,14.99
490,490,2021-08-30,14.99
491,491,2021-03-24,59.96
492,492,2021-02-11,29.98
493,493,2021-04-09,44.97
494,494,2021-02-09,59.96
495,495,2021-02-21,29.98
496,496,2021-01-10,14.99
497,497,2021-06-18,14.99
498,498,2021-07-04,14.99
499,499,2021-10-24,44.97
500,500,2021-05-23,29.98
501,501,2021-04-01,29.98
502,502,2021-08-23,59.96
503,503,2021-08-26,44.97
504,504,2021-05-11,59.96
505,505,2021-09-08,44.97
506,506,2021-01-09,14.99
507,507,2021-02-09,14.99
508,508,2021-05-26,14.99
509,509,2021-10-09,14.99
510,510,2021-05-20,14.99
511,511,2021-10-17,14.99
512,512,2021-09-05,14.99
513,513,2021-06-16,14.99
514,514,2021-10-05,14.99
515,515,2021-06-09,14.99
516,516,2021-06-01,14.99
517,517,2021-10-01,29.98
518,518,2021-08-16,14.99
519,519,2021-10-20,29.98
520,520,2021-01-18,14.99
521,521,2021-03-05,14.99
522,522,2021-09-16,14.99
523,523,2021-04-06,14.99
524,524,2021-04-28,14.99
525,525,2021-04-20,29.98
526,526,2021-09-06,59.96
527,527,2021-09-23,59.96
528,528,2021-04-17,14.99
529,529,2021-05-06,44.97
530,530,2021-06-06,14.99
531,531,2021-09-30,14.99
532,532,2021-01-18,44.97
533,533,2021-03-28,14.99
534,534,2021-08-11,14.99
535,535,2021-06-11,14.99
536,536,2021-08-15,29.98
537,537,2021-03-23,14.99
538,538,2021-01-12,59.96
539,539,2021-07-26,59.96
540,540,2021-05-17,29.98
541,541,2021-01-21,14.99
542,542,2021-02-14,14.99
543,543,2021-08-29,44.97
544,544,2021-09-15,29.98
545,545,2021-07-12,14.99
546,546,2021-03-15,14.99
547,547,2021-05-01,14.99
548,548,2021-10-25,14.99
549,549,2021-09-08,44.97
550,550,2021-04-09,44.97
551,551,2021-07-09,14.99
552,552,2021-10-18,29.98
553,553,2021-10-16,14.99
554,554,2021-07-08,14.99
555,555,2021-09-16,44.97
556,556,2021-01-30,44.97
557,557,2021-09-13,14.99
558,558,2021-04-25,14.99
559,559,2021-06-22,14.99
560,560,2021-04-12,59.96
561,561,2021-05-26,14.99
562,562,2021-05-16,14.99
563,563,2021-01-26,14.99
564,564,2021-03-03,14.99
565,565,2021-06-15,14.99
566,566,2021-09-15,14.99
567,567,2021-04-23,14.99
568,568,2021-10-06,14.99
569,569,2021-04-07,14.99
570,570,2021-10-08,59.96
571,571,2021-08-02,14.99
572,572,2021-02-12,14.99
573,573,2021-04-11,14.99
574,574,2021-06-17,59.96
575,575,2021-05-03,14.99
576,576,2021-06-05,14.99
577,577,2021-05-08,59.96
578,578,2021-07-21,44.97
579,579,2021-02-23,14.99
580,580,2021-08-12,14.99
581,581,2021-01-03,59.96
582,582,2021-10-28,14.99
583,583,2021-04-17,14.99
584,584,2021-09-06,29.98
585,585,2021-04-02,14.99
586,586,2021-10-10,59.96
587,587,2021-05-23,14.99
588,588,2021-03-05,14.99
589,589,2021-06-05,14.99
590,590,2021-03-16,14.99
591,591,2021-07-23,44.97
592,592,2021-08-24,14.99
593,593,2021-02-05,14.99
594,594,2021-09-07,59.96
595,595,2021-08-16,14.99
596,596,2021-06-14,14.99
597,597,2021-04-22,29.98
598,598,2021-04-23,14.99
599,599,2021-03-03,14.99
600,600,2021-04-14,59.96
601,601,2021-03-07,29.98
602,602,2021-01-20,29.98
603,603,2021-08-14,14.99
604,604,2021-03-09,29.98
605,605,2021-01-15,14.99
606,606,2021-02-12,14.99
607,607,2021-05-30,59.96
608,608,2021-01-18,59.96
609,609,2021-07-17,44.97
610,610,2021-03-22,14.99
611,611,2021-06-27,14.99
612,612,2021-01-22,14.99
613,613,2021-10-25,14.99
614,614,2021-06-18,14.99
615,615,2021-09-26,14.99
616,616,2021-05-08,14.99
617,617,2021-04-10,14.99
618,618,2021-01-09,44.97
619,619,2021-05-18,14.99
620,620,2021-07-02,14.99
621,621,2021-02-04,14.99
622,622,2021-03-15,14.99
623,623,2021-01-19,14.99
624,624,2021-06-20,59.96
625,625,2021-04-30,14.99
626,626,2021-09-02,14.99
627,627,2021-04-16,14.99
628,628,2021-04-10,59.96
629,629,2021-05-09,44.97
630,630,2021-06-25,44.97
631,631,2021-02-20,14.99
632,632,2021-07-01,44.97
633,633,2021-04-20,59.96
634,634,2021-10-25,14.99
635,635,2021-04-15,14.99
636,636,2021-09-09,14.99
637,637,2021-02-19,14.99
638,638,2021-03-16,44.97
639,639,2021-02-22,14.99
640,640,2021-01-14,14.99
641,641,2021-05-25,14.99
642,642,2021-03-19,14.99
643,643,2021-07-13,14.99
644,644,2021-10-16,14.99
645,645,2021-07-20,44.97
646,646,2021-02-20,14.99
647,647,2021-07-08,44.97
648,648,2021-04-30,14.99
649,649,2021-04-03,14.99
650,650,2021-01-27,14.99
651,651,2021-01-31,14.99
652,652,2021-02-25,29.98
653,653,2021-01-10,14.99
654,654,2021-08-08,44.97
655,655,2021-06-23,44.97
656,656,2021-09-20,29.98
657,657,2021-03-24,14.99
658,658,2021-08-24,14.99
659,659,2021-07-10,14.99
660,660,2021-06-28,14.99
661,661,2021-07-27,14.99
662,662,2021-07-06,14.99
663,663,2021-09-02,14.99
664,664,2021-03-02,44.97
665,665,2021-08-23,29.98
666,666,2021-06-14,14.99
667,667,2021-02-16,14.99
668,668,2021-09-05,59.96
669,669,2021-05-30,59.96
670,670,2021-05-08,29.98
671,671,2021-07-30,44.97
672,672,2021-01-07,14.99
673,673,2021-06-24,14.99
674,674,2021-05-20,14.99
675,675,2021-04-29,14.99
676,676,2021-02-28,14.99
677,677,2021-09-06,44.97
678,678,2021-07-09,29.98
679,679,2021-02-03,14.99
680,680,2021-03-10,59.96
681,681,2021-03-03,14.99
682,682,2021-02-12,14.99
683,683,2021-06-09,14.99
684,684,2021-06-15,14.99
685,685,2021-04-21,14.99
686,686,2021-04-20,14.99
687,687,2021-04-09,14.99
688,688,2021-05-25,14.99
689,689,2021-08-22,29.98
690,690,2021-09-12,59.96
691,691,2021-10-10,44.97
692,692,2021-04-01,29.98
693,693,2021-10-07,44.97
694,694,2021-02-04,14.99
695,695,2021-10-29,14.99
696,696,2021-04-01,59.96
697,697,2021-02-27,44.97
698,698,2021-09-03,14.99
699,699,2021-03-26,14.99
700,700,2021-07-07,59.96
701,701,2021-09-20,14.99
702,702,2021-04-23,14.99
703,703,2021-05-21,14.99
704,704,2021-03-28,14.99
705,705,2021-04-20,29.98
706,706,2021-10-18,59.96
707,707,2021-06-15,14.99
708,708,2021-08-01,44.97
709,709,2021-01-12,14.99
710,710,2021-03-16,14.99
711,711,2021-10-19,29.98
712,712,2021-02-23,44.97
713,713,2021-03-11,14.99
714,714,2021-08-27,14.99
715,715,2021-08-21,14.99
716,716,2021-03-30,14.99
717,717,2021-10-30,44.97
718,718,2021-10-21,14.99
719,719,2021-02-28,14.99
720,720,2021-06-22,14.99
721,721,2021-05-07,14.99
722,722,2021-09-24,14.99
723,723,2021-09-02,29.98
724,724,2021-10-16,14.99
725,725,2021-06-07,44.97
726,726,2021-10-13,14.99
727,727,2021-01-18,14.99
728,728,2021-09-20,29.98
729,729,2021-01-22,29.98
730,730,2021-03-13,14.99
731,731,2021-08-15,59.96
732,732,2021-09-22,29.98
733,733,2021-10-24,29.98
734,734,2021-01-16,44.97
735,735,2021-06-11,14.99
736,736,2021-06-06,14.99
737,737,2021-10-28,59.96
738,738,2021-03-03,59.96
739,739,2021-08-20,14.99
740,740,2021-03-20,44.97
741,741,2021-02-12,14.99
742,742,2021-03-05,14.99
743,743,2021-05-17,29.98
744,744,2021-07-02,14.99
745,745,2021-05-09,44.97
746,746,2021-08-16,14.99
747,747,2021-06-23,14.99
748,748,2021-09-09,14.99
749,749,2021-09-02,14.99
750,750,2021-04-22,14.99
751,751,2021-07-24,29.98
752,752,2021-08-24,44.97
753,753,2021-06-03,14.99
754,754,2021-02-28,44.97
755,755,2021-04-15,44.97
756,756,2021-07-15,14.99
757,757,2021-08-28,44.97
758,758,2021-02-24,44.97
759,759,2021-08-04,14.99
760,760,2021-03-12,14.99
761,761,2021-07-05,14.99
762,762,2021-05-03,14.99
763,763,2021-03-14,14.99
764,764,2021-06-20,14.99
765,765,2021-07-10,14.99
766,766,2021-05-10,59.96
767,767,2021-09-10,29.98
768,768,2021-08-30,14.99
769,769,2021-08-21,14.99
770,770,2021-03-15,14.99
771,771,2021-06-23,59.96
772,772,2021-07-12,59.96
773,773,2021-06-22,44.97
774,774,2021-03-08,44.97
775,775,2021-04-18,29.98
776,776,2021-01-16,14.99
777,777,2021-09-01,14.99
778,778,2021-01-02,14.99
779,779,2021-05-14,14.99
780,780,2021-08-30,14.99
781,781,2021-09-11,29.98
782,782,2021-06-07,14.99
783,783,2021-03-09,14.99
784,784,2021-05-05,44.97
785,785,2021-08-23,14.99
786,786,2021-03-20,59.96
787,787,2021-09-20,44.97
788,788,2021-09-08,14.99
789,789,2021-10-24,59.96
790,790,2021-10-28,14.99
791,791,2021-08-29,14.99
792,792,2021-09-18,44.97
793,793,2021-02-18,14.99
794,794,2021-07-19,14.99
795,795,2021-05-14,59.96
796,796,2021-03-05,59.96
797,797,2021-05-14,14.99
798,798,2021-09-06,14.99
799,799,2021-04-28,59.96
800,800,2021-03-12,29.98
801,801,2021-08-15,14.99
802,802,2021-09-11,59.96
803,803,2021-10-04,14.99
804,804,2021-01-08,14.99
805,805,2021-09-20,14.99
806,806,2021-10-10,14.99
807,807,2021-04-19,29.98
808,808,2021-04-21,44.97
809,809,2021-04-19,59.96
810,810,2021-01-08,14.99
811,811,2021-02-11,59.96
812,812,2021-06-04,14.99
813,813,2021-06-03,59.96
814,814,2021-10-21,44.97
815,815,2021-10-09,14.99
816,816,2021-05-16,14.99
817,817,2021-07-08,14.99
818,818,2021-04-26,14.99
819,819,2021-09-11,14.99
820,820,2021-06-01,14.99
821,821,2021-01-17,14.99
822,822,2021-03-20,14.99
823,823,2021-03-26,44.97
824,824,2021-02-19,14.99
825,825,2021-04-03,14.99
826,826,2021-01-26,29.98
827,827,2021-08-17,14.99
828,828,2021-08-20,14.99
829,829,2021-04-02,44.97
830,830,2021-05-04,14.99
831,831,2021-07-30,14.99
832,832,2021-03-21,29.98
833,833,2021-03-16,14.99
834,834,2021-03-06,14.99
835,835,2021-07-19,14.99
836,836,2021-09-06,44.97
837,837,2021-10-09,14.99
838,838,2021-09-17,14.99
839,839,2021-09-07,59.96
840,840,2021-10-10,14.99
841,841,2021-07-13,14.99
842,842,2021-01-13,14.99
843,843,2021-03-23,14.99
844,844,2021-03-11,29.98
845,845,2021-05-21,29.98
846,846,2021-05-27,29.98
847,847,2021-09-22,14.99
848,848,2021-08-17,14.99
849,849,2021-01-02,44.97
850,850,2021-10-03,14.99
851,851,2021-06-15,14.99
852,852,2021-06-10,14.99
853,853,2021-10-30,14.99
854,854,2021-09-07,14.99
855,855,2021-03-15,14.99
856,856,2021-03-05,44.97
857,857,2021-03-06,14.99
858,858,2021-02-13,44.97
859,859,2021-08-02,29.98
860,860,2021-08-07,14.99
861,861,2021-08-06,14.99
862,862,2021-01-17,14.99
863,863,2021-03-24,14.99
864,864,2021-08-12,14.99
865,865,2021-01-21,59.96
866,866,2021-10-07,44.97
867,867,2021-10-02,14.99
868,868,2021-01-01,14.99
869,869,2021-08-03,29.98
870,870,2021-06-27,29.98
871,871,2021-10-16,29.98
872,872,2021-09-03,29.98
873,873,2021-04-02,14.99
874,874,2021-09-21,14.99
875,875,2021-09-23,14.99
876,876,2021-06-19,14.99
877,877,2021-10-18,29.98
878,878,2021-05-27,14.99
879,879,2021-01-20,44.97
880,880,2021-09-30,44.97
881,881,2021-07-23,59.96
882,882,2021-05-18,14.99
883,883,2021-03-10,14.99
884,884,2021-10-26,14.99
885,885,2021-07-25,14.99
886,886,2021-02-21,14.99
887,887,2021-09-13,14.99
888,888,2021-09-08,14.99
889,889,2021-01-19,14.99
890,890,2021-08-19,14.99
891,891,2021-02-25,14.99
892,892,2021-09-29,14.99
893,893,2021-06-07,14.99
894,894,2021-02-21,14.99
895,895,2021-06-08,14.99
896,896,2021-10-12,14.99
897,897,2021-08-14,14.99
898,898,2021-08-04,59.96
899,899,2021-09-12,29.98
900,900,2021-06-18,14.99
901,901,2021-06-29,14.99
902,902,2021-07-04,59.96
903,903,2021-09-27,14.99
904,904,2021-02-17,14.99
905,905,2021-04-19,14.99
906,906,2021-05-15,59.96
907,907,2021-03-28,44.97
908,908,2021-06-29,59.96
909,909,2021-03-26,44.97
910,910,2021-07-08,29.98
911,911,2021-04-02,29.98
912,912,2021-01-12,29.98
913,913,2021-02-06,29.98
914,914,2021-02-10,14.99
915,915,2021-10-23,14.99
916,916,2021-01-12,14.99
917,917,2021-10-26,14.99
918,918,2021-03-22,59.96
919,919,2021-01-24,14.99
920,920,2021-02-27,29.98
921,921,2021-09-08,14.99
922,922,2021-05-30,59.96
923,923,2021-08-04,14.99
924,924,2021-08-02,14.99
925,925,2021-10-20,59.96
926,926,2021-04-08,44.97
927,927,2021-03-30,29.98
928,928,2021-09-08,14.99
929,929,2021-05-09,59.96
930,930,2021-04-16,14.99
