id,nadawca_id
602,330
603,331
604,332
605,332
606,332
607,333
608,333
609,333
610,333
611,334
612,335
613,336
614,336
615,337
616,338
617,338
618,339
619,340
620,341
621,341
622,341
623,342
624,343
625,344
626,345
627,345
628,345
629,345
630,346
631,346
632,346
633,346
634,347
635,348
636,349
637,350
638,351
639,351
640,352
641,352
642,352
643,353
644,354
645,354
646,354
647,355
648,356
649,357
650,358
651,358
652,359
653,360
654,361
655,361
656,361
657,362
658,363
659,363
660,364
661,364
662,364
663,364
664,365
665,366
666,367
667,367
668,368
669,369
670,370
671,371
672,371
673,371
674,371
675,372
676,373
677,373
678,373
679,374
680,374
681,375
682,375
683,375
684,375
685,376
686,376
687,377
688,377
689,377
690,377
691,378
692,378
693,379
694,379
695,380
696,381
697,382
698,383
699,383
700,383
701,384
702,385
703,386
704,386
705,386
706,387
707,387
708,388
709,389
710,390
711,390
712,391
713,392
714,393
715,394
716,395
717,396
718,396
719,396
720,396
721,397
722,397
723,398
724,398
725,398
726,398
727,399
728,400
729,400
730,400
731,400
732,401
733,402
734,403
735,404
736,405
737,405
738,405
739,405
740,406
741,407
742,407
743,407
744,407
745,408
746,409
747,410
748,410
749,410
750,410
751,411
752,411
753,412
754,412
755,412
756,412
757,413
758,414
759,415
760,416
761,417
762,417
763,417
764,417
765,418
766,418
767,418
768,419
769,420
770,421
771,422
772,422
773,423
774,423
775,423
776,424
777,425
778,426
779,427
780,427
781,427
782,428
783,429
784,430
785,431
786,432
787,433
788,434
789,434
790,434
791,434
792,435
793,436
794,437
795,438
796,439
797,439
798,439
799,440
800,440
801,440
802,440
803,441
804,442
805,442
806,442
807,442
808,443
809,443
810,443
811,444
812,445
813,445
814,445
815,446
816,446
817,447
818,447
819,448
820,448
821,448
822,448
823,449
824,450
825,450
826,451
827,452
828,452
829,452
830,452
831,453
832,453
833,453
834,453
835,454
836,455
837,455
838,456
839,456
840,456
841,457
842,458
843,459
844,460
845,461
846,462
847,463
848,464
849,464
850,465
851,465
852,466
853,467
854,468
855,469
856,470
857,471
858,472
859,473
860,474
861,475
862,475
863,475
864,475
865,476
866,477
867,477
868,477
869,478
870,478
871,479
872,479
873,480
874,481
875,482
876,483
877,483
878,484
879,484
880,485
881,486
882,487
883,488
884,488
885,488
886,488
887,489
888,490
889,490
890,490
891,491
892,492
893,493
894,494
895,495
896,495
897,496
898,497
899,498
900,499
901,499
902,499
903,499
904,500
905,501
906,501
907,501
908,501
909,502
910,503
911,503
912,503
913,503
914,504
915,505
916,506
917,507
918,508
919,509
920,510
921,510
922,510
923,511
924,512
925,513
926,514
927,515
928,515
929,515
930,516
931,517
932,517
933,517
934,518
935,518
936,519
937,520
938,521
939,522
940,523
941,524
942,525
943,526
944,526
945,526
946,526
947,527
948,528
949,528
950,529
951,530
952,530
953,531
954,532
955,532
956,532
957,533
958,534
959,534
960,534
961,535
962,535
963,536
964,537
965,538
966,539
967,539
968,539
969,539
970,540
971,541
972,541
973,541
974,542
975,543
976,543
977,544
978,545
979,545
980,546
981,546
982,546
983,547
984,547
985,547
986,548
987,549
988,549
989,549
990,549
991,550
992,551
993,551
994,552
995,552
996,552
997,552
998,553
999,554
1000,554
1001,554
1002,554
1003,555
1004,555
1005,555
1006,556
1007,557
1008,558
1009,558
1010,559
1011,559
1012,559
1013,559
1014,560
1015,561
1016,561
1017,561
1018,561
1019,562
1020,562
1021,562
1022,562
1023,563
1024,564
1025,565
1026,566
1027,566
1028,566
1029,566
1030,567
1031,567
1032,567
1033,568
1034,568
1035,568
1036,568
1037,569
1038,570
1039,570
1040,570
1041,571
1042,572
1043,573
1044,574
1045,575
1046,576
1047,577
1048,578
1049,579
1050,580
1051,581
1052,582
1053,582
1054,582
1055,582
1056,583
1057,583
1058,583
1059,583
1060,584
1061,585
1062,586
1063,587
1064,587
1065,587
1066,587
1067,588
1068,588
1069,589
1070,590
1071,590
1072,590
1073,591
1074,592
1075,593
1076,594
1077,595
1078,596
1079,597
1080,598
1081,599
1082,599
1083,599
1084,599
1085,600
1086,601
1087,602
1088,603
1089,604
1090,605
1091,606
1092,606
1093,606
1094,606
1095,607
1096,608
1097,609
1098,610
1099,611
1100,611
1101,611
1102,612
1103,613
1104,614
1105,614
1106,614
1107,614
1108,615
1109,615
1110,615
1111,616
1112,617
1113,617
1114,617
1115,618
1116,619
1117,620
1118,620
1119,620
1120,621
1121,622
1122,623
1123,624
1124,625
1125,626
1126,626
1127,626
1128,626
1129,627
1130,627
1131,627
1132,627
1133,628
1134,629
1135,629
1136,629
1137,629
1138,630
1139,631
1140,632
1141,632
1142,632
1143,633
1144,634
1145,635
1146,636
1147,636
1148,636
1149,636
1150,637
1151,638
1152,638
1153,638
1154,638
1155,639
1156,640
1157,640
1158,640
1159,641
1160,641
1161,642
1162,643
1163,643
1164,644
1165,645
1166,645
1167,645
1168,646
1169,646
1170,646
1171,647
1172,647
1173,647
1174,648
1175,649
1176,649
1177,649
1178,649
1179,650
1180,651
1181,651
1182,651
1183,652
1184,653
1185,654
1186,654
1187,655
1188,656
1189,657
1190,657
1191,658
1192,659
1193,660
1194,661
1195,662
1196,662
1197,663
1198,663
1199,663
1200,663
1201,664
1202,665
1203,666
1204,667
1205,667
1206,667
1207,667
1208,668
1209,668
1210,668
1211,669
1212,670
1213,671
1214,671
1215,672
1216,673
1217,674
1218,675
1219,676
1220,676
1221,677
1222,678
1223,678
1224,679
1225,679
1226,679
1227,680
1228,681
1229,681
1230,681
1231,682
1232,682
1233,683
1234,683
1235,683
1236,684
1237,685
1238,686
1239,687
1240,687
1241,688
1242,688
1243,688
1244,688
1245,689
1246,689
1247,689
1248,689
1249,690
1250,691
1251,691
1252,691
1253,692
1254,693
1255,693
1256,693
1257,693
1258,694
1259,695
1260,696
1261,697
1262,698
1263,698
1264,699
1265,700
1266,700
1267,701
1268,701
1269,702
1270,703
1271,703
1272,703
1273,703
1274,704
1275,704
1276,704
1277,705
1278,705
1279,705
1280,706
1281,706
1282,707
1283,707
1284,707
1285,707
1286,708
1287,709
1288,710
1289,710
1290,711
1291,711
1292,711
1293,711
1294,712
1295,713
1296,713
1297,713
1298,714
1299,715
1300,716
1301,716
1302,717
1303,718
1304,719
1305,720
1306,720
1307,720
1308,721
1309,721
1310,722
1311,722
1312,722
1313,722
1314,723
1315,723
1316,723
1317,723
1318,724
1319,724
1320,724
1321,724
1322,725
1323,726
1324,726
1325,726
1326,726
1327,727
1328,728
1329,728
1330,728
1331,728
1332,729
1333,729
1334,730
1335,731
1336,732
1337,733
1338,734
1339,734
1340,735
1341,736
1342,736
1343,736
1344,737
1345,737
1346,738
1347,738
1348,739
1349,739
1350,740
1351,741
1352,741
1353,741
1354,741
1355,742
1356,743
1357,744
1358,745
1359,746
1360,747
1361,748
1362,749
1363,750
1364,750
1365,750
1366,751
1367,751
1368,751
1369,752
1370,752
1371,752
1372,752
1373,753
1374,753
1375,753
1376,754
1377,754
1378,755
1379,755
1380,756
1381,756
1382,757
1383,758
1384,758
1385,759
1386,760
1387,760
1388,760
1389,760
1390,761
1391,762
1392,763
1393,763
1394,763
1395,764
1396,765
1397,766
1398,766
1399,767
1400,767
1401,767
1402,767
1403,768
1404,769
1405,770
1406,771
1407,772
1408,773
1409,774
1410,774
1411,774
1412,775
1413,776
1414,777
1415,778
1416,778
1417,778
1418,778
1419,779
1420,780
1421,780
1422,781
1423,782
1424,783
1425,783
1426,783
1427,783
1428,784
1429,784
1430,784
1431,784
1432,785
1433,785
1434,785
1435,786
1436,787
1437,787
1438,788
1439,789
1440,790
1441,791
1442,792
1443,792
1444,792
1445,792
1446,793
1447,794
1448,794
1449,794
1450,794
1451,795
1452,795
1453,796
1454,797
1455,798
1456,798
1457,798
1458,798
1459,799
1460,799
1461,799
1462,799
1463,800
1464,801
1465,802
1466,802
1467,802
1468,802
1469,803
1470,804
1471,805
1472,806
1473,806
1474,806
1475,807
1476,808
1477,809
1478,809
1479,809
1480,809
1481,810
1482,811
1483,812
1484,812
1485,812
1486,813
1487,814
1488,814
1489,814
1490,815
1491,816
1492,817
1493,817
1494,818
1495,819
1496,820
1497,820
1498,820
1499,821
1500,822
1501,823
1502,824
1503,825
1504,826
1505,826
1506,827
1507,828
1508,829
1509,830
1510,831
1511,831
1512,831
1513,832
1514,833
1515,834
1516,835
1517,836
1518,837
1519,837
1520,838
1521,839
1522,840
1523,840
1524,840
1525,840
1526,841
1527,842
1528,843
1529,844
1530,844
1531,844
1532,844
1533,845
1534,845
1535,845
1536,845
1537,846
1538,846
1539,846
1540,847
1541,848
1542,849
1543,849
1544,850
1545,850
1546,851
1547,851
1548,852
1549,853
1550,854
1551,854
1552,855
1553,856
1554,856
1555,856
1556,857
1557,858
1558,858
1559,858
1560,859
1561,859
1562,860
1563,861
1564,861
1565,862
1566,862
1567,862
1568,862
1569,863
1570,863
1571,863
1572,863
1573,864
1574,865
1575,865
1576,865
1577,866
1578,866
1579,866
1580,867
1581,867
1582,868
1583,869
1584,870
1585,870
1586,871
1587,871
1588,872
1589,872
1590,873
1591,874
1592,874
1593,874
1594,874
1595,875
1596,875
1597,875
1598,876
1599,877
1600,878
1601,879
1602,879
1603,879
1604,880
1605,881
1606,882
1607,883
1608,884
1609,884
1610,884
1611,884
1612,885
1613,885
1614,886
1615,887
1616,887
1617,887
1618,888
1619,889
1620,889
1621,889
1622,890
1623,891
1624,891
1625,891
1626,891
1627,892
1628,892
1629,893
1630,894
1631,894
1632,895
1633,895
1634,895
1635,895
1636,896
1637,896
1638,896
1639,896
1640,897
1641,897
1642,897
1643,897
1644,898
1645,899
1646,899
1647,899
1648,899
1649,900
1650,901
1651,902
1652,903
1653,904
1654,905
1655,905
1656,906
1657,906
1658,906
1659,906
1660,907
1661,908
1662,908
1663,908
1664,909
1665,909
1666,909
1667,910
1668,910
1669,911
1670,911
1671,912
1672,913
1673,914
1674,915
1675,916
1676,917
1677,917
1678,917
1679,918
1680,919
1681,920
1682,921
1683,921
1684,922
1685,923
1686,924
1687,924
1688,924
1689,925
1690,926
1691,927
1692,927
1693,927
1694,927
1695,928
1696,929
1697,929
1698,929
1699,930
1700,931
1701,932
1702,933
1703,933
1704,933
1705,934
1706,934
1707,934
1708,935
1709,936
1710,936
1711,936
1712,937
1713,938
1714,939
1715,940
1716,941
1717,942
1718,943
1719,944
1720,945
1721,945
1722,945
1723,946
1724,947
1725,947
1726,947
1727,948
1728,948
1729,948
1730,949
1731,949
1732,949
1733,949
1734,950
1735,950
1736,951
1737,952
1738,953
1739,954
1740,954
1741,955
1742,956
1743,957
1744,958
1745,959
1746,959
1747,959
1748,959
1749,960
1750,961
1751,961
1752,962
1753,963
1754,964
1755,965
1756,966
1757,967
1758,968
1759,969
1760,969
1761,969
1762,969
1763,970
1764,971
1765,972
1766,973
1767,974
1768,975
1769,975
1770,975
1771,975
1772,976
1773,976
1774,977
1775,977
1776,977
1777,977
1778,978
1779,979
1780,979
1781,979
1782,979
1783,980
1784,980
1785,980
1786,980
1787,981
1788,982
1789,982
1790,982
1791,982
1792,983
1793,983
1794,983
1795,983
1796,984
1797,984
1798,984
1799,984
1800,985
1801,985
1802,985
1803,986
1804,986
1805,986
1806,986
1807,987
1808,987
1809,988
1810,989
1811,990
1812,990
1813,990
1814,990
1815,991
1816,992
1817,992
1818,992
1819,992
1820,993
1821,994
1822,994
1823,994
1824,994
1825,995
1826,996
1827,996
1828,996
1829,997
1830,998
1831,999
1832,1000
1833,1000
1834,1000
1835,1000
1836,1001
1837,1002
1838,1003
1839,1004
1840,1004
1841,1005
1842,1006
1843,1007
1844,1008
1845,1008
1846,1009
1847,1009
1848,1009
1849,1009
1850,1010
1851,1011
1852,1011
1853,1011
1854,1012
1855,1012
1856,1012
1857,1013
1858,1014
1859,1015
1860,1015
1861,1015
1862,1015
1863,1016
1864,1016
1865,1016
1866,1017
1867,1018
1868,1019
1869,1019
1870,1019
1871,1019
1872,1020
1873,1020
1874,1021
1875,1021
1876,1021
1877,1021
1878,1022
1879,1022
1880,1023
1881,1024
1882,1024
1883,1024
1884,1024
1885,1025
1886,1026
1887,1027
1888,1028
1889,1029
1890,1030
1891,1031
1892,1031
1893,1031
1894,1032
1895,1032
1896,1032
1897,1033
1898,1034
1899,1035
1900,1035
1901,1035
1902,1035
1903,1036
1904,1037
1905,1037
1906,1037
1907,1037
1908,1038
1909,1039
1910,1039
1911,1040
1912,1041
1913,1041
1914,1041
1915,1042
1916,1042
1917,1042
1918,1043
1919,1043
1920,1043
1921,1043
1922,1044
1923,1045
1924,1045
1925,1046
1926,1046
1927,1046
1928,1047
1929,1047
1930,1048
1931,1048
1932,1049
1933,1049
1934,1049
1935,1050
1936,1050
1937,1051
1938,1052
1939,1053
1940,1053
1941,1054
1942,1054
1943,1055
1944,1056
1945,1057
1946,1058
1947,1058
1948,1058
1949,1059
1950,1059
1951,1060
1952,1061
1953,1062
1954,1063
1955,1063
1956,1063
1957,1064
1958,1065
1959,1065
1960,1065
1961,1066
1962,1066
1963,1067
1964,1068
1965,1069
1966,1070
1967,1071
1968,1071
1969,1071
1970,1072
1971,1073
1972,1074
1973,1075
1974,1076
1975,1076
1976,1076
1977,1077
1978,1078
1979,1079
1980,1080
1981,1080
1982,1081
1983,1081
1984,1081
1985,1082
1986,1083
1987,1084
1988,1085
1989,1085
1990,1085
1991,1086
1992,1086
1993,1086
1994,1087
1995,1088
1996,1089
1997,1089
1998,1089
1999,1089
2000,1090
2001,1090
2002,1090
2003,1090
2004,1091
2005,1092
2006,1093
2007,1093
2008,1093
2009,1094
2010,1095
2011,1095
2012,1096
2013,1097
2014,1097
2015,1097
2016,1097
2017,1098
2018,1098
2019,1098
2020,1099
2021,1099
2022,1100
2023,1100
2024,1100
2025,1100
2026,1101
2027,1102
2028,1102
2029,1103
2030,1103
2031,1104
2032,1104
2033,1105
2034,1106
2035,1106
2036,1106
2037,1106
2038,1107
2039,1107
2040,1107
2041,1107
2042,1108
2043,1109
2044,1109
2045,1109
2046,1109
2047,1110
2048,1111
2049,1112
2050,1113
2051,1114
2052,1115
2053,1116
2054,1116
2055,1117
2056,1117
2057,1117
2058,1118
2059,1119
2060,1119
2061,1120
2062,1120
2063,1120
2064,1121
2065,1122
2066,1122
2067,1123
2068,1123
2069,1123
2070,1123
2071,1124
2072,1124
2073,1124
2074,1124
2075,1125
2076,1126
2077,1127
2078,1128
2079,1129
2080,1130
2081,1131
2082,1132
2083,1133
2084,1134
2085,1135
2086,1136
2087,1136
2088,1136
2089,1137
2090,1138
2091,1139
2092,1139
2093,1139
2094,1140
2095,1141
2096,1142
2097,1142
2098,1142
2099,1143
2100,1144
2101,1145
2102,1145
2103,1145
2104,1145
2105,1146
2106,1146
2107,1146
2108,1147
2109,1148
2110,1148
2111,1149
2112,1150
2113,1151
2114,1151
2115,1151
2116,1151
2117,1152
2118,1153
2119,1153
2120,1154
2121,1155
2122,1156
2123,1157
2124,1158
2125,1158
2126,1158
2127,1158
2128,1159
2129,1159
2130,1159
2131,1160
2132,1161
2133,1162
2134,1162
2135,1162
2136,1162
2137,1163
2138,1163
2139,1163
2140,1164
2141,1164
2142,1164
2143,1165
2144,1165
2145,1165
2146,1166
2147,1167
2148,1168
2149,1169
2150,1169
2151,1169
2152,1169
2153,1170
2154,1170
2155,1170
2156,1170
2157,1171
2158,1172
2159,1172
2160,1172
2161,1172
2162,1173
2163,1174
2164,1175
2165,1176
2166,1177
2167,1178
2168,1179
2169,1180
2170,1181
2171,1182
2172,1183
2173,1183
2174,1184
2175,1185
2176,1186
2177,1187
2178,1187
2179,1188
2180,1188
2181,1189
2182,1190
2183,1190
2184,1190
2185,1191
2186,1191
2187,1191
2188,1191
2189,1192
2190,1192
2191,1192
2192,1193
2193,1193
2194,1193
2195,1194
2196,1195
2197,1196
2198,1197
2199,1198
2200,1199
2201,1200
2202,1201
2203,1202
2204,1203
2205,1204
2206,1205
2207,1206
2208,1207
2209,1207
2210,1207
2211,1208
2212,1209
2213,1210
2214,1211
2215,1212
2216,1213
2217,1213
2218,1213
2219,1214
2220,1215
2221,1216
2222,1216
2223,1216
2224,1217
2225,1217
2226,1217
2227,1217
2228,1218
2229,1218
2230,1219
2231,1220
2232,1221
2233,1222
2234,1222
2235,1223
2236,1223
2237,1223
2238,1223
2239,1224
2240,1225
2241,1225
2242,1226
2243,1226
2244,1226
2245,1226
2246,1227
2247,1228
2248,1229
2249,1230
2250,1231
2251,1231
2252,1232
2253,1233
2254,1233
2255,1233
2256,1234
2257,1235
2258,1236
2259,1237
2260,1238
2261,1239
2262,1239
2263,1239
2264,1240
2265,1241
2266,1242
2267,1243
2268,1243
2269,1244
2270,1244
2271,1244
2272,1245
2273,1246
2274,1247
2275,1247
2276,1247
2277,1247
2278,1248
2279,1249
2280,1249
2281,1249
2282,1250
2283,1251
2284,1252
2285,1253
2286,1254
2287,1255
2288,1256
2289,1257
2290,1257
2291,1257
2292,1258
2293,1259
2294,1260
2295,1260
2296,1261
2297,1262
2298,1262
2299,1262
2300,1263
2301,1263
2302,1263
2303,1264
2304,1264
2305,1265
2306,1265
2307,1265
2308,1266
2309,1266
2310,1266
2311,1267
2312,1267
2313,1267
2314,1267
2315,1268
2316,1269
2317,1269
2318,1269
2319,1269
2320,1270
2321,1270
2322,1270
2323,1270
2324,1271
2325,1271
2326,1271
2327,1272
2328,1273
2329,1273
2330,1274
2331,1275
2332,1276
2333,1276
2334,1277
2335,1277
2336,1277
2337,1278
2338,1279
2339,1280
2340,1280
2341,1280
2342,1280
2343,1281
2344,1282
2345,1283
2346,1284
2347,1284
2348,1284
2349,1284
2350,1285
2351,1285
2352,1285
2353,1285
2354,1286
2355,1287
2356,1287
2357,1288
2358,1288
2359,1288
2360,1289
2361,1290
2362,1291
2363,1291
2364,1291
2365,1292
2366,1293
2367,1294
2368,1295
2369,1296
2370,1297
2371,1298
2372,1299
2373,1299
2374,1300
2375,1301
2376,1302
2377,1303
2378,1304
2379,1304
2380,1304
2381,1305
2382,1306
2383,1306
2384,1307
2385,1308
2386,1308
2387,1308
2388,1309
2389,1309
2390,1309
2391,1310
2392,1311
2393,1312
2394,1313
2395,1313
2396,1313
2397,1314
2398,1315
2399,1316
2400,1316
2401,1316
2402,1316
2403,1317
2404,1318
2405,1318
2406,1318
2407,1318
2408,1319
2409,1320
2410,1321
2411,1322
2412,1323
2413,1324
2414,1324
2415,1324
2416,1324
2417,1325
2418,1326
2419,1327
2420,1327
2421,1328
2422,1329
2423,1330
2424,1330
2425,1330
2426,1330
2427,1331
2428,1331
2429,1332
2430,1332
2431,1333
2432,1334
2433,1335
2434,1336
2435,1337
2436,1337
2437,1338
2438,1339
2439,1340
2440,1341
2441,1342
2442,1343
2443,1343
2444,1344
2445,1345
2446,1345
2447,1345
2448,1345
2449,1346
2450,1347
2451,1348
2452,1349
2453,1349
2454,1349
2455,1349
2456,1350
2457,1351
2458,1351
2459,1352
2460,1353
2461,1354
2462,1355
2463,1356
2464,1357
2465,1358
2466,1359
2467,1360
2468,1361
2469,1361
2470,1362
2471,1363
2472,1364
2473,1365
2474,1365
2475,1366
2476,1366
2477,1367
2478,1368
2479,1369
2480,1370
2481,1370
2482,1371
2483,1372
2484,1373
2485,1374
2486,1374
2487,1374
2488,1374
2489,1375
2490,1376
2491,1377
2492,1377
2493,1378
2494,1379
2495,1380
2496,1381
2497,1382
2498,1383
2499,1383
2500,1383
2501,1383
2502,1384
2503,1384
2504,1385
2505,1386
2506,1387
2507,1388
2508,1388
2509,1388
2510,1389
2511,1389
2512,1389
2513,1390
2514,1391
2515,1391
2516,1391
2517,1392
2518,1393
2519,1394
2520,1395
2521,1396
2522,1397
2523,1398
2524,1398
2525,1398
2526,1399
2527,1400
2528,1400
2529,1400
2530,1401
2531,1402
2532,1403
2533,1403
2534,1404
2535,1404
2536,1404
2537,1405
2538,1406
2539,1407
2540,1408
2541,1409
2542,1410
2543,1411
2544,1411
2545,1411
2546,1411
2547,1412
2548,1412
2549,1412
2550,1413
2551,1414
2552,1415
2553,1415
2554,1416
2555,1417
2556,1418
2557,1418
2558,1418
2559,1418
2560,1419
2561,1420
2562,1420
2563,1420
2564,1421
2565,1422
2566,1423
2567,1423
2568,1423
2569,1424
2570,1425
2571,1426
2572,1427
2573,1428
2574,1429
2575,1430
2576,1430
2577,1430
2578,1430
2579,1431
2580,1431
2581,1432
2582,1432
2583,1433
2584,1434
2585,1435
2586,1435
2587,1435
2588,1435
2589,1436
2590,1437
2591,1438
2592,1439
2593,1439
2594,1440
2595,1440
2596,1441
2597,1442
2598,1443
2599,1444
2600,1445
2601,1446
2602,1447
2603,1448
2604,1449
2605,1450
2606,1450
2607,1451
2608,1452
2609,1453
2610,1454
2611,1454
2612,1454
2613,1454
2614,1455
2615,1455
2616,1455
2617,1456
2618,1456
2619,1457
2620,1457
2621,1457
2622,1458
2623,1459
2624,1460
2625,1461
2626,1461
2627,1461
2628,1462
2629,1462
2630,1462
2631,1463
2632,1464
2633,1465
2634,1466
2635,1466
2636,1466
2637,1466
2638,1467
2639,1468
2640,1469
2641,1470
2642,1470
2643,1470
2644,1470
2645,1471
2646,1472
2647,1473
2648,1474
2649,1474
2650,1474
2651,1474
2652,1475
2653,1475
2654,1475
2655,1476
2656,1477
2657,1478
2658,1479
2659,1479
2660,1479
2661,1479
2662,1480
2663,1481
2664,1482
2665,1483
2666,1484
2667,1485
2668,1486
2669,1487
2670,1487
2671,1487
2672,1488
2673,1488
2674,1489
2675,1490
2676,1491
2677,1492
2678,1492
2679,1493
2680,1494
2681,1495
2682,1496
2683,1496
2684,1496
2685,1496
2686,1497
2687,1497
2688,1498
2689,1498
2690,1498
2691,1499
2692,1499
2693,1499
2694,1500
2695,1500
2696,1501
2697,1501
2698,1501
2699,1502
2700,1503
2701,1503
2702,1503
2703,1503
2704,1504
2705,1505
2706,1505
2707,1505
2708,1505
2709,1506
2710,1507
2711,1508
2712,1509
2713,1510
2714,1511
2715,1511
2716,1511
2717,1511
2718,1512
2719,1513
2720,1514
2721,1515
2722,1515
2723,1515
2724,1516
2725,1517
2726,1517
2727,1518
2728,1519
2729,1520
2730,1521
2731,1521
2732,1521
2733,1521
2734,1522
2735,1523
2736,1523
2737,1524
2738,1525
2739,1526
2740,1527
2741,1528
2742,1528
2743,1528
2744,1529
2745,1530
2746,1531
2747,1532
2748,1533
2749,1534
2750,1535
2751,1536
2752,1537
2753,1537
2754,1537
2755,1538
2756,1539
2757,1540
2758,1540
2759,1540
2760,1540
2761,1541
2762,1541
2763,1542
2764,1543
2765,1543
2766,1543
2767,1544
2768,1544
2769,1545
2770,1545
2771,1545
2772,1545
2773,1546
2774,1546
2775,1547
2776,1548
2777,1548
2778,1548
2779,1548
2780,1549
2781,1550
2782,1551
2783,1552
2784,1552
2785,1552
2786,1552
2787,1553
2788,1554
2789,1555
2790,1555
2791,1555
2792,1556
2793,1557
2794,1557
2795,1557
2796,1557
2797,1558
2798,1559
2799,1560
2800,1560
2801,1560
2802,1561
