ID,PRZESYLKA_ID,DATA_DOSTARCZENIA
374,374,2021-11-01
375,375,2021-02-10
376,376,2021-05-07
377,377,2021-05-08
378,378,2021-05-08
379,379,2021-05-08
380,380,2021-03-05
381,381,2021-07-23
382,382,2021-02-06
383,383,2021-09-27
384,384,2021-06-08
385,385,2021-08-20
386,386,2021-08-20
387,387,2021-08-21
388,388,2021-08-01
389,389,2021-10-13
390,390,2021-09-30
391,391,2021-06-25
392,392,2021-03-15
393,393,2021-04-20
394,394,2021-04-20
395,395,2021-04-24
396,396,2021-07-09
397,397,2021-06-07
398,398,2021-06-22
399,399,2021-03-07
400,400,2021-03-07
401,401,2021-03-07
402,402,2021-03-08
403,403,2021-02-18
404,404,2021-02-18
405,405,2021-02-17
406,406,2021-02-17
407,407,2021-01-20
408,408,2021-01-20
409,409,2021-10-12
410,410,2021-10-13
411,411,2021-10-13
412,412,2021-10-16
413,413,2021-10-17
414,414,2021-10-17
415,415,2021-05-04
416,416,2021-06-05
417,417,2021-06-04
418,418,2021-06-05
419,419,2021-04-03
420,420,2021-03-25
421,421,2021-04-13
422,422,2021-07-09
423,423,2021-07-09
424,424,2021-07-09
425,425,2021-09-29
426,426,2021-04-28
427,427,2021-07-08
428,428,2021-07-09
429,429,2021-06-14
430,430,2021-07-14
431,431,2021-07-13
432,432,2021-07-13
433,433,2021-10-31
434,434,2021-01-30
435,435,2021-10-15
436,436,2021-02-03
437,437,2021-06-08
438,438,2021-09-29
439,439,2021-07-28
440,440,2021-05-31
441,441,2021-05-30
442,442,2021-09-03
443,443,2021-10-23
444,444,2021-10-06
445,445,2021-10-20
446,446,2021-01-06
447,447,2021-05-23
448,448,2021-07-14
449,449,2021-05-07
450,450,2021-07-08
451,451,2021-07-08
452,452,2021-07-08
453,453,2021-03-21
454,454,2021-01-14
455,455,2021-01-14
456,456,2021-01-13
457,457,2021-03-19
458,458,2021-03-20
459,459,2021-03-20
460,460,2021-10-19
461,461,2021-10-25
462,462,2021-01-21
463,463,2021-01-20
464,464,2021-10-26
465,465,2021-02-24
466,466,2021-10-27
467,467,2021-02-05
468,468,2021-01-30
469,469,2021-07-01
470,470,2021-04-24
471,471,2021-04-23
472,472,2021-08-25
473,473,2021-08-21
474,474,2021-03-10
475,475,2021-07-16
476,476,2021-06-05
477,477,2021-06-05
478,478,2021-06-05
479,479,2021-09-06
480,480,2021-10-28
481,481,2021-06-28
482,482,2021-02-27
483,483,2021-02-27
484,484,2021-06-29
485,485,2021-05-13
486,486,2021-05-14
487,487,2021-05-14
488,488,2021-06-27
489,489,2021-06-21
490,490,2021-09-23
491,491,2021-10-04
492,492,2021-10-05
493,493,2021-10-04
494,494,2021-10-26
495,495,2021-07-03
496,496,2021-05-23
497,497,2021-07-25
498,498,2021-07-01
499,499,2021-01-15
500,500,2021-01-16
501,501,2021-03-19
502,502,2021-10-27
503,503,2021-10-27
504,504,2021-01-28
505,505,2021-01-28
506,506,2021-01-28
507,507,2021-01-27
508,508,2021-10-24
509,509,2021-10-29
510,510,2021-05-20
511,511,2021-05-20
512,512,2021-06-22
513,513,2021-05-13
514,514,2021-05-13
515,515,2021-05-12
516,516,2021-10-27
517,517,2021-04-03
518,518,2021-04-04
519,519,2021-04-03
520,520,2021-03-31
521,521,2021-08-12
522,522,2021-08-11
523,523,2021-08-12
524,524,2021-07-28
525,525,2021-08-29
526,526,2021-06-21
527,527,2021-06-21
528,528,2021-08-14
529,529,2021-08-14
530,530,2021-08-13
531,531,2021-05-21
532,532,2021-05-20
533,533,2021-01-05
534,534,2021-03-15
535,535,2021-09-17
536,536,2021-01-18
537,537,2021-02-09
538,538,2021-02-09
539,539,2021-06-18
540,540,2021-06-19
541,541,2021-06-18
542,542,2021-09-01
543,543,2021-02-09
544,544,2021-06-07
545,545,2021-03-01
546,546,2021-10-13
547,547,2021-10-13
548,548,2021-10-13
549,549,2021-10-13
550,550,2021-07-10
551,551,2021-08-30
552,552,2021-10-10
553,553,2021-08-19
554,554,2021-08-20
555,555,2021-08-19
556,556,2021-01-25
557,557,2021-01-26
558,558,2021-05-23
559,559,2021-04-25
560,560,2021-04-24
561,561,2021-08-26
562,562,2021-08-25
563,563,2021-08-25
564,564,2021-05-09
565,565,2021-06-23
566,566,2021-06-24
567,567,2021-06-24
568,568,2021-10-22
569,569,2021-10-21
570,570,2021-10-21
571,571,2021-10-22
572,572,2021-04-27
573,573,2021-02-08
574,574,2021-09-11
575,575,2021-09-11
576,576,2021-09-10
577,577,2021-02-28
578,578,2021-05-12
579,579,2021-01-24
580,580,2021-09-10
581,581,2021-04-21
582,582,2021-04-21
583,583,2021-04-20
584,584,2021-02-22
585,585,2021-02-21
586,586,2021-06-11
587,587,2021-05-23
588,588,2021-01-19
589,589,2021-01-19
590,590,2021-07-13
591,591,2021-07-15
592,592,2021-07-15
593,593,2021-07-15
594,594,2021-07-15
595,595,2021-10-29
596,596,2021-10-05
597,597,2021-10-06
598,598,2021-08-16
599,599,2021-08-17
600,600,2021-04-27
601,601,2021-10-01
602,602,2021-10-01
603,603,2021-10-01
604,604,2021-10-23
605,605,2021-10-23
606,606,2021-10-22
607,607,2021-10-22
608,608,2021-08-15
609,609,2021-08-28
610,610,2021-08-28
611,611,2021-08-17
612,612,2021-10-18
613,613,2021-10-18
614,614,2021-10-18
615,615,2021-10-19
616,616,2021-08-29
617,617,2021-09-14
618,618,2021-07-28
619,619,2021-05-31
620,620,2021-08-15
621,621,2021-09-10
622,622,2021-09-09
623,623,2021-09-09
624,624,2021-09-10
625,625,2021-10-13
626,626,2021-03-20
627,627,2021-03-20
628,628,2021-03-20
629,629,2021-01-11
630,630,2021-01-11
631,631,2021-01-11
632,632,2021-01-11
633,633,2021-03-15
634,634,2021-03-15
635,635,2021-03-15
636,636,2021-06-10
637,637,2021-10-23
638,638,2021-05-09
639,639,2021-05-08
640,640,2021-05-08
641,641,2021-10-21
642,642,2021-02-14
643,643,2021-09-15
644,644,2021-01-12
645,645,2021-10-22
646,646,2021-07-30
647,647,2021-07-30
648,648,2021-03-06
649,649,2021-05-16
650,650,2021-05-15
651,651,2021-05-15
652,652,2021-08-24
653,653,2021-05-26
654,654,2021-02-15
655,655,2021-07-09
656,656,2021-10-18
657,657,2021-10-19
658,658,2021-10-19
659,659,2021-10-19
660,660,2021-01-13
661,661,2021-10-19
662,662,2021-10-18
663,663,2021-10-25
664,664,2021-10-25
665,665,2021-10-26
666,666,2021-10-25
667,667,2021-06-11
668,668,2021-06-29
669,669,2021-06-30
670,670,2021-06-29
671,671,2021-02-02
672,672,2021-03-07
673,673,2021-09-24
674,674,2021-09-24
675,675,2021-09-23
676,676,2021-01-17
677,677,2021-10-14
678,678,2021-02-09
679,679,2021-01-13
680,680,2021-01-14
681,681,2021-01-14
682,682,2021-01-15
683,683,2021-01-30
684,684,2021-01-14
685,685,2021-01-07
686,686,2021-07-12
687,687,2021-07-11
688,688,2021-07-11
689,689,2021-01-26
690,690,2021-01-26
691,691,2021-01-25
692,692,2021-02-13
693,693,2021-02-14
694,694,2021-02-15
695,695,2021-07-02
696,696,2021-05-17
697,697,2021-03-17
698,698,2021-03-17
699,699,2021-03-17
700,700,2021-03-18
701,701,2021-01-03
702,702,2021-07-12
703,703,2021-02-23
704,704,2021-02-24
705,705,2021-07-14
706,706,2021-09-14
707,707,2021-09-14
708,708,2021-09-14
709,709,2021-09-14
710,710,2021-03-04
711,711,2021-03-04
712,712,2021-08-05
713,713,2021-09-02
714,714,2021-05-14
715,715,2021-05-03
716,716,2021-05-04
717,717,2021-05-03
718,718,2021-05-04
719,719,2021-05-16
720,720,2021-05-16
721,721,2021-05-15
722,722,2021-05-16
723,723,2021-04-11
724,724,2021-10-27
725,725,2021-10-26
726,726,2021-10-26
727,727,2021-10-27
728,728,2021-07-27
729,729,2021-10-15
730,730,2021-08-18
731,731,2021-07-11
732,732,2021-02-15
733,733,2021-02-15
734,734,2021-05-27
735,735,2021-09-03
736,736,2021-09-04
737,737,2021-09-03
738,738,2021-07-17
739,739,2021-02-10
740,740,2021-02-10
741,741,2021-02-11
742,742,2021-02-10
743,743,2021-03-20
744,744,2021-03-30
745,745,2021-07-26
746,746,2021-06-02
747,747,2021-06-03
748,748,2021-06-03
749,749,2021-06-11
750,750,2021-04-27
751,751,2021-04-05
752,752,2021-04-05
753,753,2021-08-02
754,754,2021-10-24
755,755,2021-10-24
756,756,2021-10-25
757,757,2021-02-22
758,758,2021-02-22
759,759,2021-03-12
760,760,2021-03-13
761,761,2021-03-13
762,762,2021-09-04
763,763,2021-07-20
764,764,2021-04-27
765,765,2021-01-11
766,766,2021-07-28
767,767,2021-09-24
768,768,2021-09-23
769,769,2021-09-23
770,770,2021-08-24
771,771,2021-07-21
772,772,2021-04-01
773,773,2021-04-06
774,774,2021-07-16
775,775,2021-07-16
776,776,2021-09-12
777,777,2021-04-20
778,778,2021-02-01
779,779,2021-02-02
780,780,2021-07-29
781,781,2021-07-04
782,782,2021-04-06
783,783,2021-04-05
784,784,2021-04-06
785,785,2021-06-19
786,786,2021-06-19
787,787,2021-01-31
788,788,2021-01-30
789,789,2021-01-30
790,790,2021-03-10
791,791,2021-03-10
792,792,2021-07-05
793,793,2021-01-11
794,794,2021-07-18
795,795,2021-07-18
796,796,2021-10-25
797,797,2021-10-25
798,798,2021-03-01
799,799,2021-01-27
800,800,2021-01-26
801,801,2021-06-25
802,802,2021-02-23
803,803,2021-01-03
804,804,2021-09-30
805,805,2021-09-07
806,806,2021-09-08
807,807,2021-09-08
808,808,2021-08-15
809,809,2021-08-16
810,810,2021-08-15
811,811,2021-06-14
812,812,2021-08-18
813,813,2021-08-17
814,814,2021-08-17
815,815,2021-08-18
816,816,2021-09-11
817,817,2021-09-12
818,818,2021-05-30
819,819,2021-05-30
820,820,2021-06-04
821,821,2021-10-28
822,822,2021-05-22
823,823,2021-05-21
824,824,2021-01-23
825,825,2021-01-23
826,826,2021-01-23
827,827,2021-01-24
828,828,2021-06-05
829,829,2021-06-13
830,830,2021-06-12
831,831,2021-06-04
832,832,2021-02-02
833,833,2021-02-13
834,834,2021-02-14
835,835,2021-02-14
836,836,2021-08-07
837,837,2021-08-06
838,838,2021-02-05
839,839,2021-02-05
840,840,2021-02-05
841,841,2021-02-05
842,842,2021-08-27
843,843,2021-02-18
844,844,2021-10-01
845,845,2021-01-29
846,846,2021-05-16
847,847,2021-05-16
848,848,2021-05-15
849,849,2021-08-15
850,850,2021-07-11
851,851,2021-06-24
852,852,2021-06-03
853,853,2021-06-04
854,854,2021-06-04
855,855,2021-02-04
856,856,2021-04-24
857,857,2021-06-13
858,858,2021-06-14
859,859,2021-05-08
860,860,2021-06-29
861,861,2021-06-06
862,862,2021-02-11
863,863,2021-03-18
864,864,2021-03-18
865,865,2021-03-18
866,866,2021-09-29
867,867,2021-06-29
868,868,2021-06-29
869,869,2021-06-29
870,870,2021-03-25
871,871,2021-03-01
872,872,2021-06-14
873,873,2021-03-11
874,874,2021-08-30
875,875,2021-08-31
876,876,2021-08-29
877,877,2021-08-30
878,878,2021-08-30
879,879,2021-01-08
880,880,2021-02-04
881,881,2021-02-04
882,882,2021-02-04
883,883,2021-10-20
884,884,2021-01-21
885,885,2021-07-10
886,886,2021-06-08
887,887,2021-04-11
888,888,2021-05-16
889,889,2021-06-18
890,890,2021-06-18
891,891,2021-06-17
892,892,2021-06-17
893,893,2021-07-09
894,894,2021-07-09
895,895,2021-07-08
896,896,2021-03-16
897,897,2021-09-14
898,898,2021-06-10
899,899,2021-06-10
900,900,2021-06-09
901,901,2021-06-09
902,902,2021-06-03
903,903,2021-06-03
904,904,2021-06-02
905,905,2021-04-05
906,906,2021-04-05
907,907,2021-04-06
908,908,2021-10-20
909,909,2021-10-20
910,910,2021-10-21
911,911,2021-10-21
912,912,2021-04-10
913,913,2021-05-25
914,914,2021-05-25
915,915,2021-07-11
916,916,2021-08-08
917,917,2021-08-07
918,918,2021-09-13
919,919,2021-05-16
920,920,2021-06-28
921,921,2021-03-23
922,922,2021-05-11
923,923,2021-01-19
924,924,2021-01-13
925,925,2021-01-13
926,926,2021-01-13
927,927,2021-08-07
928,928,2021-10-18
929,929,2021-10-19
930,930,2021-09-14
931,931,2021-01-24
932,932,2021-07-03
933,933,2021-05-21
934,934,2021-08-27
935,935,2021-09-07
936,936,2021-09-07
937,937,2021-09-06
938,938,2021-09-07
939,939,2021-10-11
940,940,2021-10-11
941,941,2021-06-21
942,942,2021-06-22
943,943,2021-08-11
944,944,2021-06-27
945,945,2021-06-26
946,946,2021-06-27
947,947,2021-06-27
948,948,2021-08-28
949,949,2021-08-03
950,950,2021-02-06
951,951,2021-04-18
952,952,2021-04-18
953,953,2021-05-06
954,954,2021-05-07
955,955,2021-05-07
956,956,2021-10-07
957,957,2021-10-07
958,958,2021-10-06
959,959,2021-10-06
960,960,2021-08-11
961,961,2021-08-12
962,962,2021-08-11
963,963,2021-10-26
964,964,2021-10-26
965,965,2021-10-26
966,966,2021-10-26
967,967,2021-04-28
968,968,2021-04-28
969,969,2021-04-29
970,970,2021-09-17
971,971,2021-09-17
972,972,2021-05-19
973,973,2021-06-18
974,974,2021-06-17
975,975,2021-06-17
976,976,2021-07-11
977,977,2021-07-11
978,978,2021-07-12
979,979,2021-07-12
980,980,2021-01-03
981,981,2021-02-15
982,982,2021-06-19
983,983,2021-01-22
984,984,2021-08-01
985,985,2021-08-12
986,986,2021-04-18
987,987,2021-03-04
988,988,2021-03-05
989,989,2021-03-18
990,990,2021-06-18
991,991,2021-08-29
992,992,2021-04-04
993,993,2021-04-04
994,994,2021-06-16
995,995,2021-06-16
996,996,2021-06-15
997,997,2021-05-18
998,998,2021-05-17
999,999,2021-05-17
1000,1000,2021-01-15
1001,1001,2021-04-29
1002,1002,2021-05-10
1003,1003,2021-06-24
1004,1004,2021-06-24
1005,1005,2021-06-23
1006,1006,2021-06-24
1007,1007,2021-07-06
1008,1008,2021-07-06
1009,1009,2021-02-14
1010,1010,2021-09-03
1011,1011,2021-08-09
1012,1012,2021-04-15
1013,1013,2021-01-13
1014,1014,2021-01-12
1015,1015,2021-01-12
1016,1016,2021-01-12
1017,1017,2021-09-10
1018,1018,2021-10-05
1019,1019,2021-10-06
1020,1020,2021-10-06
1021,1021,2021-01-24
1022,1022,2021-04-19
1023,1023,2021-04-18
1024,1024,2021-04-18
1025,1025,2021-10-15
1026,1026,2021-10-15
1027,1027,2021-05-24
1028,1028,2021-03-29
1029,1029,2021-03-29
1030,1030,2021-08-05
1031,1031,2021-08-05
1032,1032,2021-04-14
1033,1033,2021-04-06
1034,1034,2021-09-23
1035,1035,2021-09-27
1036,1036,2021-09-27
1037,1037,2021-06-30
1038,1038,2021-04-09
1039,1039,2021-04-08
1040,1040,2021-04-09
1041,1041,2021-08-06
1042,1042,2021-08-06
1043,1043,2021-08-05
1044,1044,2021-04-17
1045,1045,2021-09-15
1046,1046,2021-06-24
1047,1047,2021-07-20
1048,1048,2021-09-18
1049,1049,2021-09-18
1050,1050,2021-09-19
1051,1051,2021-09-19
1052,1052,2021-04-25
1053,1053,2021-04-13
1054,1054,2021-07-02
1055,1055,2021-07-02
1056,1056,2021-07-03
1057,1057,2021-04-06
1058,1058,2021-04-06
1059,1059,2021-07-03
1060,1060,2021-09-07
1061,1061,2021-01-03
1062,1062,2021-05-13
1063,1063,2021-06-08
1064,1064,2021-02-21
1065,1065,2021-05-20
1066,1066,2021-05-19
1067,1067,2021-04-19
1068,1068,2021-01-25
1069,1069,2021-01-26
1070,1070,2021-01-25
1071,1071,2021-01-25
1072,1072,2021-05-29
1073,1073,2021-05-29
1074,1074,2021-05-29
1075,1075,2021-02-18
1076,1076,2021-01-15
1077,1077,2021-01-14
1078,1078,2021-07-15
1079,1079,2021-07-24
1080,1080,2021-07-25
1081,1081,2021-05-12
1082,1082,2021-05-11
1083,1083,2021-05-12
1084,1084,2021-05-15
1085,1085,2021-05-15
1086,1086,2021-06-13
1087,1087,2021-06-19
1088,1088,2021-08-24
1089,1089,2021-10-31
1090,1090,2021-07-30
1091,1091,2021-07-30
1092,1092,2021-07-30
1093,1093,2021-08-04
1094,1094,2021-01-18
1095,1095,2021-01-18
1096,1096,2021-01-19
1097,1097,2021-01-19
1098,1098,2021-07-02
1099,1099,2021-08-29
1100,1100,2021-08-28
1101,1101,2021-06-28
1102,1102,2021-05-26
1103,1103,2021-08-07
1104,1104,2021-10-12
1105,1105,2021-07-02
1106,1106,2021-07-02
1107,1107,2021-07-03
1108,1108,2021-05-14
1109,1109,2021-05-15
1110,1110,2021-02-11
1111,1111,2021-04-21
1112,1112,2021-01-16
1113,1113,2021-01-16
1114,1114,2021-06-13
1115,1115,2021-06-12
1116,1116,2021-06-13
1117,1117,2021-06-13
1118,1118,2021-06-29
1119,1119,2021-06-05
1120,1120,2021-03-04
1121,1121,2021-03-13
1122,1122,2021-02-22
1123,1123,2021-07-01
1124,1124,2021-07-01
1125,1125,2021-01-30
1126,1126,2021-02-25
1127,1127,2021-02-25
1128,1128,2021-02-25
1129,1129,2021-02-25
1130,1130,2021-06-21
1131,1131,2021-06-04
1132,1132,2021-06-25
1133,1133,2021-06-24
1134,1134,2021-06-25
1135,1135,2021-08-25
1136,1136,2021-06-07
1137,1137,2021-06-07
1138,1138,2021-06-07
1139,1139,2021-06-03
1140,1140,2021-04-30
1141,1141,2021-06-05
1142,1142,2021-02-10
1143,1143,2021-04-04
1144,1144,2021-04-02
1145,1145,2021-04-02
1146,1146,2021-10-21
1147,1147,2021-10-21
1148,1148,2021-10-21
1149,1149,2021-01-02
1150,1150,2021-10-12
1151,1151,2021-10-22
1152,1152,2021-02-05
1153,1153,2021-06-04
1154,1154,2021-06-03
1155,1155,2021-06-04
1156,1156,2021-10-27
1157,1157,2021-02-28
1158,1158,2021-09-12
1159,1159,2021-09-13
1160,1160,2021-09-13
1161,1161,2021-09-18
1162,1162,2021-09-18
1163,1163,2021-09-17
1164,1164,2021-09-18
1165,1165,2021-08-14
1166,1166,2021-08-15
1167,1167,2021-08-15
1168,1168,2021-08-15
1169,1169,2021-08-11
1170,1170,2021-08-10
1171,1171,2021-05-08
1172,1172,2021-01-18
1173,1173,2021-08-21
1174,1174,2021-07-24
1175,1175,2021-01-08
1176,1176,2021-01-08
1177,1177,2021-01-07
1178,1178,2021-01-08
1179,1179,2021-07-30
1180,1180,2021-07-29
1181,1181,2021-06-06
1182,1182,2021-03-09
1183,1183,2021-02-16
1184,1184,2021-07-22
1185,1185,2021-06-27
1186,1186,2021-06-27
1187,1187,2021-06-27
1188,1188,2021-06-27
1189,1189,2021-05-15
1190,1190,2021-04-25
1191,1191,2021-05-19
1192,1192,2021-08-26
1193,1193,2021-01-16
1194,1194,2021-08-30
1195,1195,2021-04-30
1196,1196,2021-03-11
1197,1197,2021-03-12
1198,1198,2021-03-12
1199,1199,2021-03-12
1200,1200,2021-10-26
1201,1201,2021-01-24
1202,1202,2021-10-07
1203,1203,2021-10-07
1204,1204,2021-10-08
1205,1205,2021-10-08
1206,1206,2021-10-06
1207,1207,2021-10-06
1208,1208,2021-10-06
1209,1209,2021-08-04
1210,1210,2021-08-04
1211,1211,2021-08-04
1212,1212,2021-02-24
1213,1213,2021-02-16
1214,1214,2021-02-16
1215,1215,2021-04-13
1216,1216,2021-03-27
1217,1217,2021-03-26
1218,1218,2021-04-09
1219,1219,2021-08-12
1220,1220,2021-08-11
1221,1221,2021-08-11
1222,1222,2021-04-29
1223,1223,2021-04-29
1224,1224,2021-02-08
1225,1225,2021-07-30
1226,1226,2021-06-02
