ID,ZLECENIE_ID,ADRESAT_ID,RODZAJ_PRZESYLKI,WYMIAR_X,WYMIAR_Y,WYMIAR_Z,WAGA,DATA_NADANIA
85,45,4581,paleta,22,80,33,121388,2021-10-25
86,46,4607,paleta,34,50,54,62282,2021-09-04
87,47,4380,paczka,76,28,90,27503,2021-08-20
88,48,1539,paleta,43,55,39,188640,2021-10-09
89,49,702,paczka,55,11,30,30504,2021-04-16
90,50,1513,list,20,30,13,163,2021-05-27
91,50,3414,list,24,44,17,584,2021-05-27
92,50,4309,list,43,41,18,891,2021-05-27
93,51,3705,paleta,66,23,54,45997,2021-03-23
94,51,758,paczka,73,72,38,23627,2021-03-23
95,51,2242,list,20,34,2,90,2021-03-23
96,51,2833,paczka,74,38,94,29955,2021-03-23
97,52,1940,paczka,32,42,30,961,2021-08-23
98,53,2487,paczka,76,27,95,28869,2021-08-27
99,54,2445,list,11,7,12,679,2021-01-27
100,55,4646,paleta,50,88,36,29564,2021-05-01
101,55,2497,list,6,12,19,607,2021-05-01
102,55,1227,paczka,72,41,50,22769,2021-05-01
103,55,1135,paczka,40,99,56,27688,2021-05-01
104,56,1392,paczka,78,88,95,49258,2021-10-09
105,57,140,list,15,27,16,646,2021-02-28
106,58,42,paczka,39,99,12,40807,2021-06-07
107,59,3905,list,27,11,15,860,2021-01-13
108,60,4697,paczka,53,31,85,31029,2021-02-08
109,61,4891,paleta,93,54,43,60454,2021-08-02
110,61,4216,paleta,21,25,54,51501,2021-08-02
111,61,1448,paczka,80,36,28,6931,2021-08-02
112,61,4595,list,13,6,9,973,2021-08-02
113,62,265,paleta,40,24,72,84272,2021-05-09
114,63,2563,paczka,29,89,27,49200,2021-01-19
115,64,1303,list,47,49,4,636,2021-08-19
116,64,1528,list,22,43,5,570,2021-08-19
117,64,931,list,7,41,6,629,2021-08-19
118,65,3970,paczka,75,87,48,36902,2021-10-23
119,65,1669,paleta,68,28,99,189588,2021-10-23
120,65,4214,paleta,39,70,54,144900,2021-10-23
121,65,1952,paczka,38,92,7,1967,2021-10-23
122,66,628,list,11,21,13,158,2021-04-07
123,67,2127,list,22,48,11,262,2021-05-12
124,68,1868,paleta,64,78,89,153494,2021-09-23
125,69,4045,paleta,80,95,55,79756,2021-09-25
126,70,566,paczka,41,80,46,13101,2021-05-28
127,71,413,paleta,91,34,32,138574,2021-07-17
128,72,3468,paczka,23,78,93,7147,2021-10-30
129,73,4070,paczka,80,86,89,31419,2021-08-13
130,73,4902,list,35,37,2,621,2021-08-13
131,73,1212,paczka,37,64,64,19798,2021-08-13
132,74,1534,list,42,42,14,342,2021-09-30
133,75,2643,paczka,41,66,57,38048,2021-06-27
134,75,1351,paczka,79,87,77,27532,2021-06-27
135,75,3077,paczka,26,75,65,35705,2021-06-27
136,76,370,list,47,13,12,381,2021-08-06
137,77,3857,paleta,75,23,42,32965,2021-09-20
138,77,3370,list,45,26,11,592,2021-09-20
139,77,2459,paczka,78,39,60,27011,2021-09-20
140,78,1670,list,48,47,11,122,2021-03-14
141,79,1604,paczka,59,81,76,30667,2021-08-31
142,80,4997,paczka,11,26,66,17236,2021-07-16
143,81,1689,paczka,26,88,65,24939,2021-10-27
144,81,3144,list,20,32,4,577,2021-10-27
145,81,1744,paczka,7,5,39,43627,2021-10-27
146,82,2890,list,27,48,2,93,2021-08-24
147,82,1757,paleta,69,58,85,188796,2021-08-24
148,82,3083,paleta,97,63,39,47966,2021-08-24
149,82,2797,paczka,40,23,56,4499,2021-08-24
150,83,3335,paczka,64,89,47,49653,2021-09-21
151,84,1195,paczka,51,79,24,15153,2021-03-04
152,84,2110,list,10,38,16,561,2021-03-04
153,84,49,list,37,36,16,420,2021-03-04
154,85,1640,paczka,67,99,65,20372,2021-09-16
155,85,3958,paczka,79,30,81,7599,2021-09-16
156,85,1767,paleta,92,24,80,199592,2021-09-16
157,86,4800,paczka,86,37,56,17150,2021-09-19
158,87,1441,paczka,66,64,97,36831,2021-08-13
159,88,1285,list,25,32,10,768,2021-04-07
160,88,3399,paleta,74,65,82,151526,2021-04-07
161,89,1672,paleta,68,49,36,46315,2021-06-10
162,89,3097,paleta,86,64,89,69928,2021-06-10
163,89,4854,paleta,78,54,34,193783,2021-06-10
164,90,2640,list,16,32,9,698,2021-09-06
165,91,3494,paleta,67,91,84,162045,2021-04-25
166,92,2698,paczka,69,28,81,3725,2021-10-13
167,93,2495,paczka,21,84,15,41200,2021-07-09
168,94,379,list,31,6,4,721,2021-04-02
169,95,3361,paczka,21,10,80,44801,2021-04-26
170,96,4474,list,23,24,15,707,2021-05-30
171,97,4156,list,13,10,2,678,2021-07-16
172,98,3325,list,11,41,3,594,2021-04-23
173,99,1798,paleta,24,88,89,36711,2021-04-30
174,99,451,list,18,47,16,769,2021-04-30
175,100,1319,list,11,35,18,201,2021-08-28
176,101,635,paleta,81,30,90,41952,2021-07-04
177,101,4103,paleta,24,64,93,166074,2021-07-04
178,102,3123,paczka,38,69,58,25000,2021-10-02
179,103,65,paczka,55,14,14,15109,2021-06-24
180,104,3385,list,11,14,12,751,2021-02-18
181,105,1485,paleta,67,55,24,57948,2021-06-22
182,106,1047,list,29,42,11,965,2021-07-08
183,106,2763,paczka,71,57,11,20248,2021-07-08
184,106,1611,paczka,93,93,46,33048,2021-07-08
185,106,4747,paczka,38,89,52,5749,2021-07-08
186,107,2886,paleta,28,97,45,140242,2021-07-13
187,108,1513,paleta,96,46,25,151183,2021-05-31
188,109,13,list,25,16,6,525,2021-05-06
189,110,4847,paleta,73,35,21,71011,2021-02-22
190,111,3116,list,18,35,18,47,2021-04-11
191,112,2197,paczka,69,54,56,49862,2021-06-10
192,112,363,paczka,83,66,31,18431,2021-06-10
193,113,2477,paczka,98,57,45,2574,2021-03-19
194,114,3829,paczka,32,57,15,3763,2021-05-14
195,115,1622,list,15,22,12,195,2021-05-13
196,116,2377,paczka,77,16,38,21358,2021-01-14
197,117,2896,list,10,43,11,194,2021-01-08
198,117,2330,paczka,27,85,74,32331,2021-01-08
199,117,4096,paczka,82,63,27,19282,2021-01-08
200,117,4183,paczka,11,17,80,38322,2021-01-08
201,118,4903,paczka,73,72,59,36666,2021-02-23
202,119,2099,paczka,99,59,1,21362,2021-08-14
203,119,4035,paczka,65,73,80,3632,2021-08-14
204,119,2220,list,30,43,16,858,2021-08-14
205,119,3847,paleta,47,92,59,45967,2021-08-14
206,120,4642,paczka,78,9,10,15053,2021-05-02
207,120,817,paczka,58,63,87,32894,2021-05-02
208,120,4333,list,12,23,5,694,2021-05-02
209,121,3584,paleta,51,81,85,65932,2021-05-15
210,121,2817,paleta,24,78,29,154532,2021-05-15
211,121,1869,paleta,78,68,35,27275,2021-05-15
212,122,1430,list,41,14,10,808,2021-07-30
213,122,1679,paleta,51,86,85,184711,2021-07-30
214,122,2053,paczka,26,86,9,20847,2021-07-30
215,123,398,paleta,91,36,93,71168,2021-08-25
216,124,3782,list,26,19,6,899,2021-06-11
217,124,3335,paczka,39,29,38,44399,2021-06-11
218,124,948,paczka,81,69,77,28897,2021-06-11
219,124,2932,list,49,17,8,82,2021-06-11
220,125,2988,list,30,13,15,576,2021-03-26
221,126,1558,paleta,77,40,37,160490,2021-08-29
222,127,1924,list,24,14,15,462,2021-02-23
223,127,2136,list,32,34,12,391,2021-02-23
224,128,3522,paleta,67,92,49,175051,2021-02-25
225,128,555,list,18,5,9,242,2021-02-25
226,128,2145,paleta,78,24,85,198059,2021-02-25
227,129,4642,list,28,33,15,879,2021-08-26
228,129,2106,paleta,51,42,61,174322,2021-08-26
229,130,3222,paczka,75,12,16,25344,2021-10-30
230,131,3122,list,13,29,7,248,2021-02-27
231,131,4667,paczka,49,89,52,44502,2021-02-27
232,131,3871,paleta,37,55,22,95871,2021-02-27
233,131,2095,paleta,99,57,50,133374,2021-02-27
234,132,860,list,38,15,3,715,2021-03-08
235,132,1889,list,25,19,6,420,2021-03-08
236,133,4647,paleta,56,35,41,144896,2021-04-01
237,134,2277,paczka,83,86,36,10893,2021-04-27
238,135,3330,paczka,13,10,16,27446,2021-08-02
239,135,2841,paczka,58,67,81,40776,2021-08-02
240,136,3447,paleta,81,67,76,125300,2021-08-24
241,137,27,paczka,9,82,93,38302,2021-06-25
242,138,427,paczka,43,83,8,29720,2021-08-07
243,139,1433,list,19,44,9,973,2021-06-12
244,140,2965,list,41,20,3,163,2021-04-18
245,140,2486,paczka,13,30,48,33940,2021-04-18
246,140,3225,paczka,43,61,21,49569,2021-04-18
247,141,1132,paleta,96,52,21,196052,2021-10-04
248,141,2848,paleta,73,77,92,66789,2021-10-04
249,141,2875,paleta,68,70,67,51915,2021-10-04
250,141,543,list,32,30,16,443,2021-10-04
251,142,1564,paczka,26,6,32,20242,2021-08-23
252,143,135,paleta,42,62,24,70910,2021-01-24
253,144,886,paczka,7,61,57,35481,2021-08-02
254,145,4641,paleta,54,49,65,163032,2021-09-09
255,146,2371,paleta,68,60,38,185937,2021-07-18
256,147,3844,paczka,78,88,34,14549,2021-04-20
257,148,4624,list,36,41,15,573,2021-03-27
258,149,1368,paleta,45,76,80,74783,2021-02-14
259,150,3368,list,27,17,18,744,2021-06-06
260,151,2388,list,23,44,14,580,2021-10-25
261,152,422,list,39,6,8,433,2021-06-01
262,152,4334,paczka,55,7,22,15845,2021-06-01
263,152,509,paleta,31,77,72,43869,2021-06-01
264,152,2312,list,39,35,13,215,2021-06-01
265,153,4012,list,36,31,18,135,2021-07-29
266,153,4447,list,44,47,8,287,2021-07-29
267,153,2070,list,34,15,9,665,2021-07-29
268,153,3463,paczka,72,15,24,21392,2021-07-29
269,154,4215,list,15,32,13,302,2021-05-26
270,155,1117,list,10,10,10,137,2021-05-15
271,156,4727,paczka,71,16,24,32707,2021-04-21
272,157,2731,list,42,33,18,636,2021-03-03
273,157,1943,paleta,95,53,90,124261,2021-03-03
274,157,2092,list,39,5,19,464,2021-03-03
275,158,4617,list,8,44,3,733,2021-08-25
276,159,2487,paleta,66,35,53,130107,2021-09-02
277,160,3894,list,44,33,5,525,2021-04-13
278,160,1548,paleta,22,70,39,147130,2021-04-13
279,160,1035,paczka,13,97,1,31276,2021-04-13
280,161,2701,list,47,9,19,679,2021-03-19
281,162,1285,list,24,23,1,846,2021-06-15
282,163,800,paczka,22,26,51,45823,2021-10-29
283,164,3993,paleta,84,37,26,168362,2021-09-19
284,165,2634,paczka,74,19,71,36496,2021-01-07
285,166,2493,paleta,98,93,71,93924,2021-08-01
286,166,3273,paleta,98,72,96,168273,2021-08-01
287,167,2327,paczka,43,57,60,44422,2021-09-05
288,167,4734,paleta,23,42,30,59803,2021-09-05
289,167,3897,list,9,28,19,615,2021-09-05
290,168,1860,list,27,41,9,875,2021-06-18
291,169,3244,paczka,31,51,68,39993,2021-06-10
292,169,1541,list,25,20,16,212,2021-06-10
293,170,3810,paczka,87,33,54,21041,2021-01-03
294,171,3246,paleta,98,23,45,143471,2021-07-07
295,171,452,paleta,47,80,83,174494,2021-07-07
296,172,20,list,29,44,9,449,2021-07-08
297,172,3426,list,24,20,10,773,2021-07-08
298,172,4160,paczka,42,61,22,9449,2021-07-08
299,173,3413,paleta,32,91,50,79953,2021-03-28
300,174,4976,paleta,81,96,86,135244,2021-02-05
301,175,65,paczka,46,50,68,11395,2021-03-15
302,175,170,paczka,74,85,57,2975,2021-03-15
303,175,1995,paleta,49,49,37,197688,2021-03-15
304,175,4020,paleta,97,26,57,153986,2021-03-15
305,176,3929,paleta,37,20,41,77859,2021-07-16
306,176,3397,paczka,72,82,77,38514,2021-07-16
307,176,4469,paleta,86,47,21,140871,2021-07-16
308,176,3561,paleta,91,44,88,87126,2021-07-16
309,177,2632,paleta,90,70,47,163640,2021-05-25
310,177,184,paleta,77,81,99,154638,2021-05-25
311,177,4491,paczka,59,41,5,43952,2021-05-25
312,178,3108,paleta,30,33,32,57691,2021-02-15
313,179,1479,paczka,7,29,55,47192,2021-05-15
314,180,3252,paczka,79,84,89,10190,2021-10-26
315,181,3595,list,15,27,16,683,2021-10-01
316,182,4190,list,15,26,6,483,2021-01-09
317,183,625,paczka,55,88,97,47471,2021-10-14
318,184,17,list,7,18,10,807,2021-09-23
319,185,3826,list,32,16,19,709,2021-10-10
320,185,3682,list,12,16,13,680,2021-10-10
321,186,2342,list,19,11,12,698,2021-02-01
322,187,1275,paleta,49,45,52,188613,2021-05-06
323,188,4658,paczka,10,36,91,39505,2021-02-21
324,189,1203,paczka,56,45,33,45293,2021-06-04
325,190,2089,paczka,40,95,1,17179,2021-06-17
326,190,533,paleta,20,48,96,54902,2021-06-17
327,190,3111,paczka,22,36,92,8353,2021-06-17
328,191,1007,paleta,40,28,42,44912,2021-05-10
329,191,851,paleta,36,62,27,157149,2021-05-10
330,191,1767,paleta,96,41,65,188943,2021-05-10
331,192,1629,paleta,98,27,39,121217,2021-08-10
332,192,2319,paleta,89,72,98,172182,2021-08-10
333,193,2274,paczka,98,74,92,21968,2021-06-10
334,194,4528,paczka,87,90,2,20823,2021-01-27
335,195,3931,list,38,48,16,791,2021-03-03
336,195,1294,list,27,19,16,290,2021-03-03
337,195,859,paczka,25,30,72,6653,2021-03-03
338,195,1280,paleta,66,82,90,88175,2021-03-03
339,196,1201,paczka,38,66,31,49599,2021-10-20
340,196,778,paczka,68,69,8,38498,2021-10-20
341,196,3078,paczka,88,31,81,25551,2021-10-20
342,197,1109,paleta,89,95,42,86657,2021-05-12
343,197,2287,paleta,88,57,52,47764,2021-05-12
344,198,1253,list,21,22,12,336,2021-09-03
345,199,791,paleta,67,37,72,152174,2021-01-07
346,200,590,list,47,40,13,440,2021-06-09
347,201,1462,paczka,62,55,89,14170,2021-10-21
348,202,2515,paleta,48,24,27,164098,2021-01-02
349,203,1366,paleta,31,26,65,184805,2021-06-06
350,204,2743,paczka,66,21,38,16030,2021-01-08
351,204,4577,paczka,47,33,77,6616,2021-01-08
352,205,3817,paczka,42,78,82,21226,2021-10-06
353,206,2468,paczka,64,47,61,38215,2021-05-22
354,207,2475,paleta,73,55,94,136695,2021-02-02
355,207,4171,paczka,21,56,61,48391,2021-02-02
356,207,3649,paczka,16,86,34,38271,2021-02-02
357,208,3953,list,13,6,7,181,2021-10-15
358,209,4454,list,8,31,8,653,2021-06-13
359,210,1473,paleta,45,92,63,144727,2021-05-25
360,210,1878,list,32,37,7,936,2021-05-25
361,210,2947,list,22,24,8,256,2021-05-25
362,211,3498,paczka,8,75,3,25503,2021-04-29
363,211,4285,paleta,21,37,31,144048,2021-04-29
364,211,1071,paleta,93,87,47,99314,2021-04-29
365,211,4742,paczka,14,47,89,10356,2021-04-29
366,212,3963,list,46,44,19,663,2021-04-18
367,212,64,list,40,41,16,299,2021-04-18
368,213,953,paleta,38,26,49,70364,2021-07-06
369,214,4611,list,19,42,17,891,2021-03-14
370,215,1870,paleta,61,91,22,89643,2021-03-28
371,216,2422,paleta,58,65,92,156504,2021-06-07
372,217,3592,paleta,40,42,80,127846,2021-06-22
373,217,4460,paleta,78,90,97,87571,2021-06-22
374,217,436,paczka,47,74,92,7704,2021-06-22
375,218,2368,paczka,9,91,30,26946,2021-02-06
376,219,1333,paczka,52,53,97,40562,2021-03-04
377,220,4120,list,47,31,6,631,2021-06-06
378,220,443,list,12,33,17,767,2021-06-06
379,220,4498,paczka,18,59,32,23345,2021-06-06
380,220,1813,paczka,47,98,34,26188,2021-06-06
381,221,1888,paleta,68,70,58,55841,2021-05-17
382,221,4027,paczka,77,9,62,44258,2021-05-17
383,221,4594,list,41,15,7,607,2021-05-17
384,222,3518,paczka,99,27,11,38141,2021-10-19
385,223,4822,paleta,57,25,46,106453,2021-09-02
386,223,3278,paczka,56,46,75,3841,2021-09-02
387,224,764,paczka,64,66,93,31046,2021-05-02
388,225,4721,paleta,32,84,31,144218,2021-05-14
389,226,2210,list,35,24,6,54,2021-05-25
390,226,986,paczka,66,75,79,30380,2021-05-25
391,226,4436,paleta,34,99,82,147453,2021-05-25
392,226,4814,list,11,35,1,443,2021-05-25
393,227,3820,paleta,74,86,79,163525,2021-01-18
394,228,2073,list,36,19,18,590,2021-06-10
395,229,1024,paleta,73,52,56,58669,2021-09-27
396,229,2585,paczka,52,89,69,7958,2021-09-27
397,230,4168,list,41,42,17,420,2021-08-15
398,231,250,paczka,22,55,87,2849,2021-09-29
399,232,1858,paleta,62,35,34,104054,2021-04-02
400,232,4277,paczka,21,5,84,17308,2021-04-02
401,233,228,list,18,23,14,584,2021-01-21
402,234,1119,paleta,76,31,36,131750,2021-09-23
403,234,4759,paleta,42,32,65,91003,2021-09-23
404,235,3774,paczka,12,32,50,46058,2021-09-13
405,236,2287,list,22,36,18,525,2021-06-19
406,236,1185,paczka,92,39,46,21222,2021-06-19
407,236,2732,list,24,40,17,826,2021-06-19
408,237,2665,paczka,34,69,41,4288,2021-04-28
409,238,1964,paczka,24,26,7,13464,2021-09-14
410,239,1555,paczka,45,29,32,33411,2021-10-08
411,239,1680,list,10,20,11,646,2021-10-08
412,239,1557,paczka,34,82,91,5376,2021-10-08
413,239,3402,paleta,62,22,91,130909,2021-10-08
414,240,1166,list,11,31,11,967,2021-04-15
415,241,573,paczka,94,33,13,39078,2021-08-13
416,242,2050,list,21,16,14,108,2021-02-26
417,242,1660,paleta,85,78,34,137680,2021-02-26
418,242,1476,paczka,79,17,80,6491,2021-02-26
419,243,1730,list,29,11,15,282,2021-02-19
420,244,3990,list,11,12,13,83,2021-10-30
421,244,4861,list,36,24,18,438,2021-10-30
422,245,221,paczka,18,55,78,4951,2021-02-08
423,246,1854,paleta,54,67,80,122054,2021-05-06
424,246,3972,paleta,34,86,79,108469,2021-05-06
425,246,2713,paleta,29,88,34,79545,2021-05-06
426,246,4900,list,44,17,5,296,2021-05-06
427,247,4461,list,32,43,1,443,2021-03-03
428,248,3067,paleta,61,46,62,145107,2021-07-21
429,249,2770,paleta,55,52,97,102996,2021-02-05
430,250,4250,list,6,21,16,181,2021-04-22
431,251,2408,paczka,63,84,55,40398,2021-09-25
432,252,876,paleta,54,24,31,69897,2021-06-06
433,253,1852,paczka,24,10,54,26607,2021-08-19
434,253,1740,list,19,15,14,921,2021-08-19
435,253,3907,paczka,54,42,70,4999,2021-08-19
436,254,1741,list,17,19,4,190,2021-07-31
437,255,1354,paleta,43,66,78,111705,2021-07-02
438,256,3375,list,44,10,19,622,2021-04-03
439,257,3744,paleta,88,97,37,199907,2021-06-02
440,258,846,list,35,12,2,486,2021-10-12
441,259,3855,list,35,32,15,268,2021-09-29
442,260,562,paczka,11,99,53,1573,2021-06-24
443,261,593,paczka,24,62,30,39779,2021-03-14
444,262,3788,list,34,27,9,528,2021-04-18
445,262,3043,paleta,64,83,50,76184,2021-04-18
446,263,1553,list,34,31,12,684,2021-04-22
447,264,4205,list,43,43,16,694,2021-07-08
448,265,1851,list,14,41,12,226,2021-08-21
449,266,3665,list,40,17,5,451,2021-05-22
450,267,963,paleta,99,35,23,194381,2021-06-05
451,268,3706,paczka,54,84,51,11530,2021-06-20
452,269,93,list,25,36,13,341,2021-03-06
453,269,4318,list,22,28,3,360,2021-03-06
454,269,1170,paczka,58,13,78,35885,2021-03-06
455,269,3309,paleta,81,67,80,40006,2021-03-06
456,270,1649,list,9,26,16,593,2021-02-16
457,270,1242,paczka,66,5,57,37745,2021-02-16
458,270,4175,paleta,29,46,51,187924,2021-02-16
459,271,1654,paczka,45,13,34,28913,2021-02-17
460,272,4584,list,25,49,19,812,2021-02-15
461,273,4250,paleta,50,69,60,102037,2021-01-18
462,273,1703,paczka,17,22,72,8391,2021-01-18
463,274,3740,list,33,15,16,256,2021-10-11
464,274,3839,list,37,13,15,245,2021-10-11
465,274,2118,list,8,44,2,414,2021-10-11
466,274,1106,list,43,44,16,819,2021-10-11
467,275,4584,list,21,42,4,746,2021-10-15
468,275,754,list,28,27,7,21,2021-10-15
469,275,2673,paleta,67,49,94,97603,2021-10-15
470,275,1442,paczka,89,26,51,47010,2021-10-15
471,276,4189,list,46,47,16,275,2021-05-03
472,277,4193,list,24,38,18,575,2021-06-03
473,277,25,paleta,93,87,65,146070,2021-06-03
474,277,4462,paczka,97,34,19,23340,2021-06-03
475,278,4797,paleta,58,68,82,43558,2021-04-02
476,279,2089,paleta,78,55,36,96856,2021-03-23
477,280,2088,list,32,37,10,225,2021-04-11
478,281,4074,paleta,24,72,74,154449,2021-07-07
479,281,369,paleta,51,26,42,78868,2021-07-07
480,281,3740,paleta,29,43,76,33689,2021-07-07
481,282,362,list,32,8,7,902,2021-09-28
482,283,3434,paleta,62,63,71,147115,2021-04-27
483,284,3421,paczka,53,93,11,37905,2021-07-07
484,284,4646,list,38,38,17,31,2021-07-07
485,284,822,paczka,89,30,86,5199,2021-07-07
486,285,1044,paczka,75,78,7,49244,2021-06-12
487,285,2329,paleta,60,86,43,115730,2021-06-12
488,286,3895,paleta,83,97,50,112760,2021-07-12
489,286,3435,paczka,49,65,93,2320,2021-07-12
490,286,4029,paleta,20,22,20,101627,2021-07-12
491,286,4308,paleta,53,62,56,171302,2021-07-12
492,287,4502,paleta,74,25,21,198620,2021-10-29
493,288,3445,paleta,93,70,48,51777,2021-01-29
494,289,2477,list,42,12,2,987,2021-10-13
495,290,2458,paleta,90,60,88,135460,2021-02-02
496,291,423,paczka,98,24,92,12280,2021-06-07
497,292,3513,paczka,17,89,37,36762,2021-09-28
498,293,4154,paleta,47,29,89,196700,2021-07-27
499,294,4735,paleta,83,28,35,98194,2021-05-29
500,294,1238,list,9,26,13,528,2021-05-29
501,295,2505,paczka,63,6,63,18316,2021-09-01
502,296,4020,paleta,37,78,49,114460,2021-10-21
503,297,3956,paczka,5,69,44,22626,2021-10-04
504,298,4327,list,40,36,12,93,2021-10-18
505,299,1945,paleta,64,65,79,61121,2021-01-05
506,300,3321,list,19,37,16,622,2021-05-21
507,301,1899,list,48,25,14,20,2021-07-12
508,302,301,paleta,54,35,90,150666,2021-05-05
509,303,270,list,47,9,2,870,2021-07-06
510,303,4344,paleta,21,25,52,88591,2021-07-06
511,303,4148,paczka,86,54,40,1874,2021-07-06
512,304,3022,list,38,31,13,576,2021-03-20
513,305,2803,paleta,71,53,36,107048,2021-01-12
514,305,1064,paleta,75,81,51,199659,2021-01-12
515,305,3154,list,33,49,12,646,2021-01-12
516,306,285,paleta,22,67,46,30512,2021-03-18
517,306,2577,list,7,9,5,889,2021-03-18
518,306,1111,list,34,38,17,788,2021-03-18
519,307,1194,paczka,95,52,50,6422,2021-10-18
520,308,4299,paczka,44,61,61,5457,2021-10-23
521,309,2741,paczka,27,73,13,39013,2021-01-19
522,309,2838,paleta,25,76,88,166905,2021-01-19
523,310,3647,list,32,7,12,740,2021-10-25
524,311,418,list,35,38,15,856,2021-02-23
525,312,1015,list,21,26,15,745,2021-10-25
526,313,4098,paleta,91,91,89,180526,2021-02-04
527,314,3320,paleta,97,22,53,28464,2021-02-02
528,315,2567,paleta,32,43,97,90210,2021-01-28
529,316,4216,paleta,98,25,74,31146,2021-06-30
530,317,3683,paczka,50,20,62,42435,2021-04-22
531,317,3643,list,9,10,10,462,2021-04-22
532,317,398,list,49,13,15,578,2021-04-22
533,318,4228,paczka,40,89,16,7996,2021-08-23
534,319,4054,paleta,59,99,99,40920,2021-08-19
535,320,4300,paleta,36,66,47,171305,2021-03-09
